,0
0,Condo
1,Condo
2,Cooperative
3,Cooperative
4,MultiFamily
5,SingleFamily
6,Condo
7,Condo
8,Condo
9,Cooperative
10,Cooperative
11,Apartment
12,MultiFamily
13,Condo
14,Cooperative
15,MultiFamily
16,Condo
17,Condo
18,SingleFamily
19,Cooperative
20,Townhouse
21,Cooperative
22,Cooperative
23,SingleFamily
24,SingleFamily
25,SingleFamily
26,MultiFamily
27,Condo
28,MultiFamily
29,Condo
30,Cooperative
31,SingleFamily
32,MultiFamily
33,Cooperative
34,Cooperative
35,Condo
36,Cooperative
37,Cooperative
38,SingleFamily
39,Cooperative
40,Cooperative
41,MultiFamily
42,Cooperative
43,Condo
44,Cooperative
45,MultiFamily
46,Cooperative
47,MultiFamily
48,Condo
49,Cooperative
50,Condo
51,Cooperative
52,Condo
53,Cooperative
54,Condo
55,Cooperative
56,
57,Cooperative
58,SingleFamily
59,Cooperative
