,0
0,Cooperative
1,Cooperative
2,Cooperative
3,MultiFamily
4,Cooperative
5,Condo
6,Condo
7,Condo
8,SingleFamily
9,Condo
10,Condo
11,Condo
12,Cooperative
13,Condo
14,SingleFamily
15,Condo
16,Condo
17,SingleFamily
18,Condo
19,Cooperative
20,Cooperative
21,Cooperative
22,SingleFamily
23,Cooperative
24,Cooperative
25,Cooperative
26,Cooperative
27,Condo
28,Condo
29,MultiFamily
30,MultiFamily
31,Cooperative
32,Cooperative
33,Condo
34,Condo
35,Condo
36,Cooperative
37,MultiFamily
38,Cooperative
39,Condo
40,Cooperative
41,Cooperative
42,SingleFamily
43,Condo
44,MultiFamily
45,Condo
46,SingleFamily
47,Cooperative
48,MultiFamily
49,MultiFamily
50,Condo
51,Cooperative
52,Condo
53,Cooperative
54,SingleFamily
55,Condo
56,Cooperative
57,MultiFamily
58,Cooperative
59,Condo
