,0
0,MultiFamily
1,Condo
2,SingleFamily
3,MultiFamily
4,MultiFamily
5,Cooperative
6,Cooperative
7,Condo
8,Apartment
9,Cooperative
10,Apartment
11,Condo
12,Condo
13,SingleFamily
14,Cooperative
15,MultiFamily
16,Cooperative
17,Cooperative
18,Cooperative
19,Apartment
20,Cooperative
21,Condo
22,Cooperative
23,MultiFamily
24,Cooperative
25,Condo
26,Cooperative
27,Cooperative
28,Cooperative
29,Cooperative
30,MultiFamily
31,Cooperative
32,Cooperative
33,Condo
34,MultiFamily
35,SingleFamily
36,Condo
37,Condo
38,Condo
39,MultiFamily
