,0
0,Cooperative
1,Cooperative
2,Condo
3,SingleFamily
4,Cooperative
5,MultiFamily
6,Cooperative
7,Cooperative
8,MultiFamily
9,Condo
10,MultiFamily
11,Cooperative
12,MultiFamily
13,SingleFamily
14,Cooperative
15,Cooperative
16,Cooperative
17,MultiFamily
18,Cooperative
19,Cooperative
20,Cooperative
21,Cooperative
22,MultiFamily
23,MultiFamily
24,Cooperative
25,Cooperative
26,SingleFamily
27,Condo
28,MultiFamily
29,Cooperative
30,Cooperative
31,Cooperative
32,MultiFamily
33,Condo
34,SingleFamily
35,MultiFamily
36,SingleFamily
37,Cooperative
38,Cooperative
39,Cooperative
40,MultiFamily
41,Condo
42,SingleFamily
43,Condo
44,MultiFamily
45,MultiFamily
46,SingleFamily
47,Cooperative
48,Condo
49,Condo
50,SingleFamily
51,MultiFamily
52,Cooperative
53,Condo
54,Cooperative
55,Cooperative
56,
57,Cooperative
58,MultiFamily
59,Condo
