,0
0,Condo
1,Cooperative
2,Apartment
3,Cooperative
4,MultiFamily
5,
6,MultiFamily
7,MultiFamily
8,Cooperative
9,MultiFamily
10,Condo
11,Cooperative
12,Condo
13,Condo
14,Condo
15,Cooperative
16,Condo
17,Cooperative
18,Condo
19,SingleFamily
20,MultiFamily
21,SingleFamily
22,Cooperative
23,Condo
24,Condo
25,Apartment
26,Condo
27,MultiFamily
28,Condo
29,Cooperative
30,Cooperative
31,Cooperative
32,Cooperative
33,SingleFamily
34,Cooperative
35,MultiFamily
36,MultiFamily
37,Cooperative
38,MultiFamily
39,Condo
40,Cooperative
41,MultiFamily
42,Townhouse
43,Cooperative
44,MultiFamily
45,Cooperative
46,Cooperative
47,Cooperative
48,Cooperative
49,Condo
50,Apartment
51,
52,MultiFamily
53,MultiFamily
54,SingleFamily
55,Cooperative
56,Condo
57,SingleFamily
58,Condo
59,Condo
