,0
0,Condo
1,Condo
2,MultiFamily
3,Cooperative
4,Condo
5,MultiFamily
6,SingleFamily
7,Cooperative
8,SingleFamily
9,
10,Condo
11,
12,MultiFamily
13,Cooperative
14,SingleFamily
15,MultiFamily
16,SingleFamily
17,SingleFamily
18,SingleFamily
19,Cooperative
20,MultiFamily
21,Condo
22,Cooperative
23,SingleFamily
24,SingleFamily
25,Condo
26,Cooperative
27,MultiFamily
28,Condo
29,Cooperative
30,Condo
31,Condo
32,
33,Cooperative
34,MultiFamily
35,Cooperative
36,SingleFamily
37,SingleFamily
38,MultiFamily
39,MultiFamily
40,Condo
41,
42,Cooperative
43,Condo
44,Cooperative
45,Cooperative
46,Condo
47,Cooperative
48,Condo
49,MultiFamily
50,Condo
51,Condo
52,Condo
53,Condo
54,Apartment
55,MultiFamily
56,Cooperative
57,Condo
58,SingleFamily
59,MultiFamily
