,0
0,SingleFamily
1,SingleFamily
2,Cooperative
3,MultiFamily
4,MultiFamily
5,Condo
6,Cooperative
7,MultiFamily
8,Condo
9,SingleFamily
10,SingleFamily
11,SingleFamily
12,SingleFamily
13,SingleFamily
14,SingleFamily
15,Condo
16,Condo
17,Condo
18,Condo
19,SingleFamily
20,Cooperative
21,Cooperative
22,Condo
23,Condo
24,Cooperative
25,Cooperative
26,Cooperative
27,SingleFamily
28,SingleFamily
29,SingleFamily
30,SingleFamily
31,SingleFamily
32,Townhouse
33,Condo
34,SingleFamily
35,Cooperative
36,Cooperative
37,Condo
38,Cooperative
39,MultiFamily
40,MultiFamily
41,MultiFamily
42,Cooperative
43,Cooperative
44,Cooperative
45,Townhouse
46,Condo
47,Condo
48,Cooperative
49,Cooperative
50,Cooperative
51,MultiFamily
52,SingleFamily
53,MultiFamily
54,SingleFamily
55,Cooperative
56,Condo
57,Cooperative
58,Cooperative
