,0
0,MultiFamily
1,Condo
2,Condo
3,Condo
4,Cooperative
5,Cooperative
6,Cooperative
7,MultiFamily
8,Cooperative
9,SingleFamily
10,MultiFamily
11,Cooperative
12,Condo
13,Cooperative
14,SingleFamily
15,Condo
16,Condo
17,Cooperative
18,MultiFamily
19,SingleFamily
20,Condo
21,Condo
22,Condo
23,MultiFamily
24,MultiFamily
25,MultiFamily
26,Cooperative
27,SingleFamily
28,Condo
29,Cooperative
30,SingleFamily
31,SingleFamily
32,Cooperative
33,Cooperative
34,MultiFamily
35,Townhouse
36,Cooperative
37,Cooperative
38,SingleFamily
39,Condo
40,Condo
41,Apartment
42,Cooperative
43,Cooperative
44,Cooperative
45,Cooperative
46,MultiFamily
47,Cooperative
48,SingleFamily
49,Condo
50,Condo
51,SingleFamily
52,Cooperative
53,Condo
54,MultiFamily
55,MultiFamily
56,SingleFamily
