,0
0,"-Ps 101 School In The Gardens,-Jhs 190 Russell Sage,-Queens Metropolitan High School,"
1,"-Ps 157 Grove Hill,-Hostos-Lincoln Academy of Science,"
2,"-Ps 21 Edward Hart,-Jhs 185 Edward Bleeker,-Flushing High School,"
3,"-Ps 87 Middle Village,-Grover Cleveland H.S.,"
4,"-Ps 181 Brookfield,-Collaborative Arts Middle School,-Excelsior Preparatorty High School,"
5,"-Ps 234 Independence School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
6,"-East Side Elementary School, PS 267,-Jhs 167 Robert F Wagner,-Nyc Lab High School For Collaborative Studies,"
7,"-Ps 179 Kensington,-Jhs 62 Ditmas,-Franklin Delano Roosevelt High School,"
8,"-P.S. 78,-Long Island City High School,"
9,"-Ps 123,-Jhs 226 Virgil I Grisson,-John Adams High School,"
10,"-Ps 63 Old South,-Jhs 202 Robert H Goddard,-John Adams High School,"
11,"-Ps 159,-Ms 158 Marie Curie,-Francis Lewis High School,"
12,"-Ps 24 Spuyten Duyvil,-Riverdale Kingsbridge Academy (Ms High School 141),"
13,"-Ps 63 Old South,-Jhs 202 Robert H Goddard,-John Adams High School,"
14,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,"
15,"-Ps 89,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
16,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
17,"-Children's Lab School (The),-Is 125 Thomas J Mccann Woodside,-Queens Technical High School,"
18,"-Ps 101 School In The Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,"
19,"-Ps 87 Middle Village,-Grover Cleveland H.S.,"
20,"-Ps 206 Joseph F Lamb,-James Madison High School,"
21,"-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
22,"-Ps 165 Robert E Simon,-Wadleigh Secondary School for the Performing and Visual Arts,"
23,"-P.S. 78,-Long Island City High School,"
24,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
25,"-Ps 205 Alexander Graham Bell,-Jhs 74 Nathaniel Hawthorne,-Benjamin N Cardozo High School,"
26,"-Ps 181,-High School for Public Service-Heroes of Tomorrow,"
27,"-Ps 220 Edward Mandel,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
28,"-Ps 133,-Irwin Altman Middle School 172,-Martin Van Buren High School,"
29,"-Ps 71 Rose E Scala,-Herbert H Lehman High School,"
30,"-Ps 312 Bergen Beach,-Jhs 78 Roy H Mann,-James Madison High School,"
31,"-Ps 102 The Bayview,-Jhs 259 William Mckinley,-Fort Hamilton High School,"
32,"-Ps 21 Philip H Sheridan,-The Forward School,-New World High School,"
33,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
34,"-Ps 219 Paul Klapper,-John Bowne High School,"
35,"-Ps 205 Alexander Graham Bell,-Jhs 74 Nathaniel Hawthorne,-Martin Van Buren High School,"
36,"-Ps 96 Richard Rodgers,-Bronx Green Middle School,-Collegiate Institute For Math And Science,"
37,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
38,"-Ps Is 104 The Fort Hamilton School,-Fort Hamilton High School,"
39,"-Ps 118 Lorraine Hansberry,-Is 192 The Linden,-Cambria Heights Academy,"
40,"-Ps 36 St Albans School,-Is 59 Springfield Gardens,-Humanities And Arts Magnet High School,"
41,"-Ps 269 Nostrand,-Jhs 278 Marine Park,-Midwood High School,"
42,"-Ps 214 Cadwallader Colden,-Jhs 185 Edward Bleeker,-Flushing High School,"
43,"-Ps 32 State Street,-World Journalism Preparatory  A College Board School,"
44,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,"
45,"-Ps 219 Paul Klapper,-John Bowne High School,"
46,"-Ps 101 School In The Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,"
47,"-Ps 52 Sheepshead Bay,-Jhs 14 Shell Bank,-Origins High School,"
48,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
49,"-Ps 163 Alfred E Smith,-Ms 250 West Side Collaborative Middle School,-Edward A Reynolds West Side High School,"
50,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
51,"-Ps 36 J C Drumgoole,-Is 7 Elias Bernstein,-Tottenville High School,"
52,"-Ps 72 Dr William Dorney,-Urban Institute Of Mathematics,-Herbert H Lehman High School,"
53,"-Ps 60 Woodhaven,-Jhs 210 Elizabeth Blackwell,-Richmond Hill High School,"
54,"-Ps 113 Isaac Chauncey,-Newtown High School,"
55,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
56,"-Ps 46 Edward C Blum,-Fort Green Preparatory Academy,-Benjamin Banneker Academy,"
57,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,"
58,"-Ps 174 William Sidney Mount,-Jhs 190 Russell Sage,-Forest Hills High School,"
