,0
0,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
1,"-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
2,"-Special Music School,"
3,"-Ps 32 State Street,-World Journalism Preparatory  A College Board School,"
4,"-Ps 11 Kathryn Phelan,-Is 10 Horace Greeley,-William Cullen Bryant High School,"
5,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,"
6,"-Ps 84 Lilian Weber,-Ms 256 Academic And Athletic Excellence,-Innovation Diploma Plus,"
7,"-Ps 151 Mary D Carter,-Is 10 Horace Greeley,-William Cullen Bryant High School,"
8,"-Ps 312 Bergen Beach,-Jhs 78 Roy H Mann,-James Madison High School,"
9,"-Ps 174 William Sidney Mount,-Jhs 190 Russell Sage,-Forest Hills High School,"
10,"-Ps 44 Thomas C Brown,-Is 51 Edwin Markham,-Port Richmond High School,"
11,"-Ps 148,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,"
12,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
13,"-Ps 84 Lilian Weber,-Ms 247 Dual Language Middle School,-Innovation Diploma Plus,"
14,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,"
15,"-Ps 321 William Penn,-Park Slope Collegiate,"
16,"-Ps 290 Manhattan New School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
17,"-Ps 225 The Eileen E Zaglin,-Abraham Lincoln High School,"
18,
19,"-Ps 225 The Eileen E Zaglin,-Abraham Lincoln High School,"
20,"-Ps 180 Hugo Newman,-Wadleigh Secondary School for the Performing and Visual Arts,"
21,"-Ps 234,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,"
22,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
23,"-Ps 194 Raoul Wallenberg,-Jhs 14 Shell Bank,-James Madison High School,"
24,"-Ps 184 Flushing Manor,-World Journalism Preparatory  A College Board School,"
25,"-Ps 226 Alfred De B Mason,-Abraham Lincoln High School,"
26,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
27,"-Ps 2 Alfred Zimberg,-Is 141 The Steinway,-William Cullen Bryant High School,"
28,"-Ps 112 Dutch Kills,-Is 204 Oliver W Holmes,-Long Island City High School,"
29,"-Spruce Street School,-Nyc Lab High School For Collaborative Studies,"
30,"-Ps 14 Fairview,-Is 61 Leonardo Da Vinci,-High School for Arts and Business,"
31,"-Ps 91 Richard Arkwright,-Is 77,-Grover Cleveland H.S.,"
32,"-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
33,"-Ps 171 Peter G Van Alst,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,"
34,"-Ps 195 William Haberle,-Collaborative Arts Middle School,-Excelsior Preparatorty High School,"
35,"-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
36,"-Ps 165 Edith K Bergtraum,-I.S. 250 the Robert F Kennedy Community Middle School,-John Bowne High School,"
37,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
38,"-Ps 135 Sheldon A Brookner,-East Flatbush Community Research School,-Kurt Hahn Expeditionary Learning School,"
39,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
40,"-Ps 123,-Jhs 226 Virgil I Grisson,-John Adams High School,"
41,"-Ps 46 Albert V Maniscalco,-Is 49 Bertha A Dreyfus,-Curtis High School,"
42,"-Ps Ms 147 Ronald Mcnair,-Math/Science Research and Technology Magnet High School,"
43,"-Ps 193 Gil Hodges,-Andries Hudde School,-James Madison High School,"
44,"-Ps 199 Frederick Wachtel,-Ps 238 Anne Sullivan,-Edward R Murrow High School,"
45,"-Ps 11 William T Harris,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
46,"-Ps 200 Benson School,-Ps 163 Bath Beach,-New Utrecht High School,"
47,"-Ps 107 Thomas A Dooley,-World Journalism Preparatory  A College Board School,"
48,"-Ps 186 Castlewood,-Irwin Altman Middle School 172,-Martin Van Buren High School,"
49,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
50,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
51,"-Ps 232 Lindenwood,-John Adams High School,"
52,"-Ps 17 Henry D Woodworth,-Conselyea Preparatory School,-Brooklyn Preparatory High School,"
53,"-Ps 128 Bensonhurst,-Brooklyn Studio Secondary School,"
54,"-Ps 183 Robert L Stevenson,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
55,
56,"-Ps 132 Ralph Bunche,-Is 59 Springfield Gardens,-Humanities And Arts Magnet High School,"
57,"-Ps 193 Alfred J Kennedy,-Jhs 194 William Carr,-Flushing High School,"
58,"-Ps 7 Louis F Simeone,-Is 5 The Walter Crowley Intermediate School,-Newtown High School,"
59,"-P.S. 34 Oliver H Perry,-John Ericsson Middle School 126,-Automotive High School,"
