,0
0,"-Waterside Children S Studio School,-Scholars  Academy,"
1,
2,"-Ps 146 Howard Beach,-John Adams High School,"
3,"-Ps 32 State Street,-World Journalism Preparatory  A College Board School,"
4,"-Ps 171 Peter G Van Alst,-Albert Shanker School For Visual And Performing Ar,-William Cullen Bryant High School,"
5,NA
6,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,"
7,"-Ps 107 Thomas A Dooley,-World Journalism Preparatory  A College Board School,"
8,"-Ps 206 The Horace Harding School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
9,"-Ps 203 Floyd Bennett,-Jhs 78 Roy H Mann,-James Madison High School,"
10,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,"
11,"-Ps 179 Kensington,-Jhs 62 Ditmas,-Franklin Delano Roosevelt High School,"
12,"-Ps 397 Foster Laurie,-Ms 2,-High School for Public Service-Heroes of Tomorrow,"
13,"-P.S. 78,-Long Island City High School,"
14,"-Ps 143 Louis Armstrong,-Is 61 Leonardo Da Vinci,-Newtown High School,"
15,"-Ps 229 Emanuel Kaplan,-Is 5 The Walter Crowley Intermediate School,-Grover Cleveland H.S.,"
16,"-Ps 52 Sheepshead Bay,-Jhs 14 Shell Bank,-Leon M Goldstein High School For The Sciences,"
17,"-Ps 8 Robert Fulton,-George Westinghouse Career & Technical Ed High School,"
18,"-Ps 22 Graniteville,-Is 51 Edwin Markham,-Port Richmond High School,"
19,"-Ps 6 Cpl Allan F Kivlehan School,-Is 34 Tottenville,-Tottenville High School,"
20,"-Ps 209 Clearview Gardens,-World Journalism Preparatory  A College Board School,"
21,"-Ps 87,-Baychester Middle School,-New World High School,"
22,"-Ps 85 Judge Charles Vallone,-Is 141 The Steinway,-Long Island City High School,"
23,"-Ps 107 Thomas A Dooley,-Is 25 Adrien Block,-Flushing High School,"
24,"-P.S.10 Magnet School for Math, Science & Design Technology,-Ms 51 William Alexander,-Secondary School For Law,"
25,"-Ps 236 Mill Basin,-Jhs 78 Roy H Mann,-James Madison High School,"
26,"-Ps 71 Forest,-Is 93 Ridgewood,-Grover Cleveland H.S.,"
27,"-Ps 199 Jessie Isador Straus,-Ps 191 Amsterdam,-High School for Law, Advocacy and Community Justice,"
28,"-Ps 33 Edward M Funk,-Pathways College Preparatory School  A College Board School,"
29,"-Ps 206 Joseph F Lamb,-James Madison High School,"
30,"-Ps 56 The Louis Desario School,-Is 34 Tottenville,-Tottenville High School,"
31,"-Ps 8 Robert Fulton,-The Urban Assembly School Of Music And Art At Wate,"
32,"-The Bellaire School,-Jean Nuzzi Intermediate School,-Cambria Heights Academy,"
33,"-Ps 107 Thomas A Dooley,-Is 237,-John Bowne High School,"
34,"-Ps 153 Maspeth,-Is 73 The Frank Sansivieri Intermediate School,-Grover Cleveland H.S.,"
35,"-Waterside Children S Studio School,-Scholars  Academy,"
36,"-Ps 22 Graniteville,-Is 51 Edwin Markham,-Port Richmond High School,"
37,"-Ps 193 Gil Hodges,-Andries Hudde School,-James Madison High School,"
38,"-Ps 182 Samantha Smith,-Jhs 217 Robert A Van Wyck,-Hillcrest High School,"
39,"-Ps 152 Dyckman Valley,-Is 218 Salome Urena,-City College Academy Of The Arts,"
40,"-Ps 152 Dyckman Valley,-Is 218 Salome Urena,-City College Academy Of The Arts,"
41,"-Ps 41 Francis White,-Eagle Academy for Young Men II,"
42,"-Ps 232 Lindenwood,-John Adams High School,"
43,"-Ps 195,-School Of Performing Arts,-Metropolitan Soundview High (The),"
44,"-Ps 146 Howard Beach,-John Adams High School,"
45,"-Ps 155,-Jhs 226 Virgil I Grisson,-John Adams High School,"
46,"-East Elmhurst Community School,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,"
47,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,"
48,"-Ps 95 The Gravesend,-Abraham Lincoln High School,"
49,"-Ps 234 Independence School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
50,"-Battery Park City School,-Nyc Lab High School For Collaborative Studies,"
51,"-Ps 58 The Carroll,-Brooklyn Secondary School For Collaborative Studie,"
52,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
53,"-Ps 28 Wright Brothers,-Community Health Academy of the Heights,"
54,"-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
55,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
56,"-Special Music School,"
57,"-Ps 32 State Street,-World Journalism Preparatory  A College Board School,"
58,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,"
59,"-Ps 56 The Louis Desario School,-Is 34 Tottenville,-Tottenville High School,"
