,0
0,"-Ps 229 Emanuel Kaplan,-Is 73 The Frank Sansivieri Intermediate School,-Grover Cleveland H.S.,"
1,"-Ps 220 Edward Mandel,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
2,"-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
3,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,"
4,"-Ps 101 School In The Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,"
5,"-Ps 24 Andrew Jackson,-Is 237,-John Bowne High School,"
6,"-Ps 15 Roberto Clemente,-East Side Community School,"
7,"-Ps 87 William Sherman,-Special Music School,"
8,"-Ps 108 Sal Abbracciamento,-Is 171 Abraham Lincoln,-Transit Tech Career and Technical Education High School,"
9,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,"
10,"-Ps 380 John Wayne Elementary School,-Young Women's Leadership School of Brooklyn,-Brooklyn Latin School,"
11,"-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
12,"-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
13,"-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
14,
15,"-Ps 193 Alfred J Kennedy,-Jhs 194 William Carr,-Flushing High School,"
16,"-Staten Island School Of Civic Leadership,-Port Richmond High School,"
17,"-The Bellaire School,-Pathways College Preparatory School  A College Board School,"
18,"-Ps 55 Henry M Boehm,-Is 7 Elias Bernstein,-Tottenville High School,"
19,"-The Bellaire School,-Jean Nuzzi Intermediate School,-Cambria Heights Academy,"
20,"-Ps 99 Kew Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,"
21,"-Ps 186 Castlewood,-Irwin Altman Middle School 172,-Martin Van Buren High School,"
22,"-Ps 41 New Dorp,-Is 2 George L Egbert,-New Dorp High School,"
23,"-Ps 15 Roberto Clemente,-East Side Community School,"
24,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
25,"-Special Music School,"
26,
27,"-Ps 3 The Bedford Village,-Urban Assembly Unison School (The),-Bedford Academy High School,"
28,"-Ps 201 The Discovery School For Inquiry And Resear,-I.S. 250 the Robert F Kennedy Community Middle School,-John Bowne High School,"
29,"-Fairmont Neighborhood School,-Ps 214,-Fannie Lou Hamer Freedom High School,"
30,"-School Of Science And Technology,-Jhs 78 Roy H Mann,-Midwood High School,"
31,"-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
32,"-Ps 152 Dyckman Valley,-Is 218 Salome Urena,-City College Academy Of The Arts,"
33,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
34,"-Ps 20 Anna Silver,-School For Global Leaders,-Henry Street School For International Studies,"
35,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
36,
37,"-Ps 67 Mohegan School,-East Bronx Academy For The Future,"
38,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
39,"-Space Shuttle Columbia School,-Is 72 Rocco Laurie,-Port Richmond High School,"
40,"-Ps 203 Oakland Gardens,-Ms 158 Marie Curie,-Benjamin N Cardozo High School,"
41,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,"
42,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,"
43,"-Ps 112 Lefferts Park,-Jhs 227 Edward B Shallow,-New Utrecht High School,"
44,"-Ps 111 Seton Falls,-Baychester Middle School,-Harry S Truman High School,"
45,"-Ps 8 Shirlee Solomon,-Is 24 Myra S Barnes,-New Dorp High School,"
46,"-Ps 30 Westerleigh,-Is 51 Edwin Markham,-Susan E Wagner High School,"
47,"-Ps 100 The Coney Island School,-Is 303 Herbert S Eisenberg,-Abraham Lincoln High School,"
48,"-I.S. 119 the Glendale,-Grover Cleveland H.S.,"
49,"-Ps 95 The Gravesend,-Abraham Lincoln High School,"
50,"-Ps 102 Bayview,-Newtown High School,"
51,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,"
52,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
53,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,"
54,"-Ps 52 John C Thompson,-Is 2 George L Egbert,-New Dorp High School,"
55,"-Ps 312 Bergen Beach,-Jhs 78 Roy H Mann,-James Madison High School,"
56,"-The Bellaire School,-Jean Nuzzi Intermediate School,-Cambria Heights Academy,"
57,"-Ps 146 Howard Beach,-John Adams High School,"
58,"-Ps 52 Sheepshead Bay,-Jhs 14 Shell Bank,-Origins High School,"
59,"-Waterside Children S Studio School,-Scholars  Academy,"
