,0
0,1955
1,2018
2,1940
3,2020
4,1962
5,1950
6,1959
7,No Data
8,1955
9,1945
10,2005
11,1951
12,1983
13,No Data
14,1950
15,2019
16,1905
17,1955
18,1955
19,1950
20,2010
21,1939
22,2008
23,1994
24,2020
25,1925
26,1950
27,1925
28,2007
29,1973
30,1940
31,1950
32,1928
33,1901
34,1950
35,1899
36,1966
37,1953
38,1935
39,2007
40,2006
41,2007
42,1939
43,1951
44,1902
45,1957
46,1931
47,1950
48,2018
49,No Data
50,2021
51,1920
52,1964
53,1989
54,1920
55,1901
56,1940
