,0
0,"$8,433/mo"
1,$935/mo
2,$510/mo
3,$196/mo
4,$217/mo
5,$752/mo
6,$580/mo
7,$142/mo
8,$384/mo
9,"$8,337/mo"
10,$559/mo
11,$316/mo
12,$553/mo
13,$80/mo
14,
15,"$1,130/mo"
16,$349/mo
17,$441/mo
18,$463/mo
19,$264/mo
20,$570/mo
21,$420/mo
22,
23,$323/mo
24,$363/mo
25,$487/mo
26,$730/mo
27,"$1,788/mo"
28,$807/mo
29,$298/mo
30,"$1,166/mo"
31,$527/mo
32,
33,$436/mo
34,$974/mo
35,"$3,667/mo"
36,$700/mo
37,$692/mo
38,$622/mo
39,$511/mo
40,$139/mo
41,$921/mo
42,$151/mo
43,$368/mo
44,$441/mo
45,$151/mo
46,"$1,467/mo"
47,$803/mo
48,"$4,543/mo"
49,$593/mo
50,$378/mo
51,$460/mo
52,$319/mo
53,$308/mo
54,
55,"$1,078/mo"
56,"$1,096/mo"
57,"$1,243/mo"
58,$384/mo
59,"$9,135/mo"
