,0
0,$840/mo
1,$419/mo
2,$489/mo
3,$557/mo
4,$454/mo
5,$228/mo
6,$297/mo
7,$770/mo
8,$419/mo
9,$395/mo
10,
11,$785/mo
12,$840/mo
13,$802/mo
14,"$1,505/mo"
15,$538/mo
16,$449/mo
17,$184/mo
18,$250/mo
19,$312/mo
20,$377/mo
21,$119/mo
22,"$1,327/mo"
23,"$1,000/mo"
24,$555/mo
25,$449/mo
26,$664/mo
27,$439/mo
28,$559/mo
29,$799/mo
30,$470/mo
31,$184/mo
32,$182/mo
33,$753/mo
34,"$1,000/mo"
35,$840/mo
36,$250/mo
37,"$1,056/mo"
38,$140/mo
39,$175/mo
40,$175/mo
41,$276/mo
42,$223/mo
43,$697/mo
44,$650/mo
45,$531/mo
46,"$1,106/mo"
47,
48,$947/mo
49,$711/mo
50,$697/mo
51,"$1,189/mo"
52,$510/mo
53,$807/mo
54,"$2,860/mo"
55,"$1,540/mo"
56,$422/mo
57,$165/mo
58,$362/mo
59,
