,0
0,$186/mo
1,$228/mo
2,$697/mo
3,$585/mo
4,$349/mo
5,$489/mo
6,$898/mo
7,"$5,133/mo"
8,$335/mo
9,$559/mo
10,$433/mo
11,"$1,833/mo"
12,$290/mo
13,"$2,930/mo"
14,$455/mo
15,$405/mo
16,$318/mo
17,$385/mo
18,$355/mo
19,$165/mo
20,$216/mo
21,$294/mo
22,$471/mo
23,"$1,621/mo"
24,"$1,210/mo"
25,"$1,210/mo"
26,$615/mo
27,$324/mo
28,$340/mo
29,
30,$866/mo
31,
32,$264/mo
33,$696/mo
34,"$1,027/mo"
35,$623/mo
36,
37,$593/mo
38,"$1,390/mo"
39,$207/mo
40,$161/mo
41,$194/mo
42,$217/mo
43,$433/mo
44,$712/mo
45,$268/mo
46,$524/mo
47,$195/mo
48,$678/mo
49,$758/mo
50,$321/mo
51,$194/mo
52,$367/mo
53,$312/mo
54,$399/mo
55,$146/mo
56,$167/mo
57,$594/mo
58,$140/mo
59,$840/mo
