,0
0,"$2,163/mo"
1,"$1,463/mo"
2,$277/mo
3,$715/mo
4,$907/mo
5,$595/mo
6,$270/mo
7,"$2,163/mo"
8,"$2,897/mo"
9,$178/mo
10,$236/mo
11,$244/mo
12,"$1,081/mo"
13,"$1,302/mo"
14,"$3,557/mo"
15,$704/mo
16,$509/mo
17,"$1,234/mo"
18,$613/mo
19,$193/mo
20,"$11,550/mo"
21,$807/mo
22,$645/mo
23,$475/mo
24,
25,$367/mo
26,$699/mo
27,"$2,310/mo"
28,"$2,196/mo"
29,$634/mo
30,$477/mo
31,$530/mo
32,"$1,138/mo"
33,$106/mo
34,
35,"$1,001/mo"
36,"$3,300/mo"
37,$384/mo
38,$699/mo
39,$266/mo
40,$194/mo
41,$531/mo
42,"$1,467/mo"
43,"$1,063/mo"
44,$293/mo
45,"$4,327/mo"
46,$432/mo
47,"$11,697/mo"
48,$549/mo
49,"$3,003/mo"
50,$513/mo
51,$466/mo
52,$731/mo
53,$587/mo
54,"$1,100/mo"
55,$175/mo
56,$81/mo
57,$203/mo
58,
59,$153/mo
