,0
0,$99/mo
1,"$2,845/mo"
2,$683/mo
3,$388/mo
4,"$3,300/mo"
5,"$4,481/mo"
6,$770/mo
7,$433/mo
8,$601/mo
9,$504/mo
10,$745/mo
11,$420/mo
12,$281/mo
13,$129/mo
14,$266/mo
15,$253/mo
16,$485/mo
17,"$6,233/mo"
18,$650/mo
19,$219/mo
20,$440/mo
21,"$6,073/mo"
22,$894/mo
23,$539/mo
24,
25,"$1,351/mo"
26,$843/mo
27,"$2,347/mo"
28,"$1,063/mo"
29,$436/mo
30,$586/mo
31,"$2,009/mo"
32,"$1,247/mo"
33,$543/mo
34,$439/mo
35,"$2,563/mo"
36,$189/mo
37,$770/mo
38,$195/mo
39,$355/mo
40,$298/mo
41,"$1,063/mo"
42,$388/mo
43,$487/mo
44,"$2,952/mo"
45,$259/mo
46,$470/mo
47,$766/mo
48,$608/mo
49,$406/mo
50,"$1,466/mo"
51,
52,$720/mo
53,"$1,860/mo"
54,$581/mo
55,"$13,200/mo"
56,"$1,705/mo"
57,$477/mo
58,$477/mo
59,"$1,705/mo"
