,0
0,"Garage, Garage - Attached, Covered"
1,0 spaces
2,0 spaces
3,0 spaces
4,None
5,"Private Drive, Built-In Garage, Garage Door Opener"
6,0 spaces
7,"Garage, Garage - Attached"
8,0 spaces
9,Covered
10,0 spaces
11,Garage - Detached
12,0 spaces
13,0 spaces
14,0 spaces
15,"Private, Driveway"
16,None
17,"Detached, Driveway"
18,Assigned
19,Other
20,"Shared Driveway, Attached, Garage, Off Site, Off Street, Private, Public Parking, On Street"
21,Private
22,0 spaces
23,None
24,0 spaces
25,0 spaces
26,0 spaces
27,"Garage, Garage - Detached, Off-street, Covered"
28,Garage - Detached
29,0 spaces
30,"Garage, Garage - Attached"
31,0 spaces
32,0 spaces
33,0 spaces
34,0 spaces
35,0 spaces
36,0 spaces
37,0 spaces
38,"No Garage, Off Street, On Street"
39,"Private, Detached"
40,"Parking Lot, Off Street"
41,"Private, Attached"
42,"Garage, On Street, Waitlist"
43,"No Garage, Off Street"
44,"Private, Detached"
45,0 spaces
46,Garage
47,None
48,"Garage - Detached, Covered"
49,0 spaces
50,
51,0 spaces
52,0 spaces
53,0 spaces
54,None
55,0 spaces
56,0 spaces
57,"Shared Drive, None"
58,0 spaces
59,0 spaces
