,0
0,0 spaces
1,0 spaces
2,"Private, Detached, Driveway"
3,Assigned
4,0 spaces
5,Covered
6,Covered
7,"Private, Detached"
8,"Private, Detached"
9,"Private Drive, 2 Spaces, Built-In Garage"
10,"Shared Driveway, Parking Lot, Off Street, Private"
11,"Driveway, On Street"
12,Other
13,0 spaces
14,0 spaces
15,"Assigned, Driveway"
16,0 spaces
17,0 spaces
18,0 spaces
19,None
20,Covered
21,0 spaces
22,"Garage, Garage - Attached"
23,0 spaces
24,0 spaces
25,0 spaces
26,"Garage, Garage - Attached, Covered"
27,None
28,0 spaces
29,0 spaces
30,Garage - Attached
31,0 spaces
32,0 spaces
33,0 spaces
34,0 spaces
35,0 spaces
36,"Garage - Attached, Covered"
37,"Private, Attached"
38,"No Garage, On Street"
39,"Built-in, Garage, Off Street"
40,0 spaces
41,"Garage - Attached, Covered"
42,"No Garage, On Street"
43,"Street, None"
44,0 spaces
45,0 spaces
46,"Garage, Garage - Attached"
47,0 spaces
48,"Garage, Garage - Attached"
49,"Garage, Garage - Attached"
50,0 spaces
51,0 spaces
52,"Carport, Garage - Detached"
53,"Garage - Attached, Covered"
54,0 spaces
55,0 spaces
56,0 spaces
57,0 spaces
58,0 spaces
59,0 spaces
