,0
0,"0.7,0.8,0.3,"
1,"0.7,0.2,"
2,"0.6,0.6,0.9,"
3,"0.6,0.7,0.4,"
4,"0.9,0.8,0.3,"
5,"0.7,0.3,0.3,"
6,"0.8,0.8,0.3,"
7,"0.5,0.4,0.2,"
8,"0.8,0.8,0.3,"
9,"0.9,0.6,0.9,"
10,"0.7,0.6,0.9,"
11,"1.0,0.3,0.9,"
12,"1.0,0.3,0.9,"
13,"0.8,0.3,0.9,"
14,"1.0,0.3,0.9,"
15,"0.5,0.7,0.3,"
16,"0.8,0.7,0.2,"
17,"0.7,0.2,"
18,"0.5,0.7,0.1,"
19,"0.4,0.5,0.3,"
20,"0.4,0.3,0.3,"
21,"0.5,0.4,"
22,"0.6,0.4,0.3,"
23,"0.9,0.7,0.4,"
24,"0.6,0.8,0.4,"
25,"0.4,0.3,"
26,"0.9,0.4,"
27,"0.9,0.3,"
28,"0.5,0.6,0.9,"
29,"1.0,0.3,0.9,"
30,"0.7,0.4,0.2,"
31,"0.6,0.9,0.5,"
32,"0.9,0.3,0.9,"
33,"0.9,0.3,0.9,"
34,"0.9,0.3,0.9,"
35,"0.8,0.7,0.4,"
36,"0.9,0.6,0.9,"
37,"0.9,0.6,"
38,"0.6,0.9,0.5,"
39,"0.7,0.4,0.3,"
40,"0.9,0.9,0.5,"
41,"0.8,0.3,"
42,"0.9,0.7,0.4,"
43,"0.6,0.4,0.4,"
44,"0.2,0.4,0.3,"
45,"0.2,0.3,0.4,"
46,"0.7,0.7,0.2,"
47,"0.5,0.7,0.3,"
48,"0.7,0.8,0.4,"
49,"0.8,0.7,0.4,"
50,"0.8,0.6,"
51,"0.9,0.6,"
52,"0.7,0.3,0.9,"
53,"0.6,0.3,0.9,"
54,"0.5,0.6,0.9,"
55,"0.7,0.3,0.9,"
56,"0.2,0.6,0.3,"
57,"0.5,0.7,0.2,"
58,"0.8,0.7,0.4,"
59,"0.3,0.9,"
