,0
0,"0.9,0.7,0.6,"
1,"0.4,0.6,"
2,"0.7,0.9,0.2,"
3,"0.6,0.3,"
4,"0.7,0.4,0.4,"
5,"1.0,0.3,0.9,"
6,"1.0,0.9,0.9,"
7,"0.6,0.7,0.3,"
8,"0.9,0.3,"
9,"0.4,0.4,0.3,"
10,"0.7,0.6,0.3,"
11,"0.8,0.7,0.6,"
12,"1.0,0.5,"
13,"0.7,0.6,0.3,"
14,"0.9,0.4,"
15,"1.0,0.6,0.9,"
16,"0.6,0.6,0.9,"
17,"0.8,0.8,0.4,"
18,"0.9,0.7,0.4,"
19,"0.6,0.3,"
20,"0.6,0.4,"
21,"0.7,0.3,0.9,"
22,"0.5,0.4,"
23,"0.9,0.3,"
24,"0.9,0.3,0.9,"
25,"1.0,0.8,0.5,"
26,"0.6,0.5,"
27,"0.6,0.9,0.5,"
28,"0.8,0.8,0.3,"
29,"0.7,0.2,"
30,"0.6,0.5,0.4,"
31,"0.7,1.0,0.4,"
32,"0.2,0.2,0.3,"
33,"0.6,0.6,0.9,"
34,"0.8,0.3,"
35,"1.0,0.8,0.3,"
36,"0.3,0.6,0.5,"
37,"0.6,0.6,0.9,"
38,"0.8,0.4,"
39,"0.2,0.3,0.4,"
40,"0.2,0.5,0.3,"
41,"0.5,0.8,0.6,"
42,"0.8,0.9,0.2,"
43,"0.7,0.6,"
44,"1.0,0.9,0.4,"
45,"0.8,0.3,"
46,"0.9,0.7,0.4,"
47,"0.6,0.7,0.3,"
48,"0.9,0.6,0.9,"
49,"0.8,0.2,0.1,"
50,"1.0,0.3,0.9,"
51,"0.7,0.9,0.5,"
52,"0.6,0.8,0.2,"
53,"0.9,0.4,0.3,"
54,"0.9,0.3,"
55,"0.7,0.9,0.5,"
56,"0.2,0.4,0.6,"
57,"1.0,0.9,0.4,"
58,"0.8,0.7,0.5,"
