,0
0,"0.7,0.8,"
1,
2,"0.8,0.3,"
3,"0.7,0.6,"
4,"0.2,0.6,0.3,"
5,NA
6,"0.2,0.5,0.3,"
7,"0.8,0.6,"
8,"0.6,0.9,0.5,"
9,"0.4,0.5,0.4,"
10,"0.9,0.9,0.5,"
11,"0.6,0.7,0.3,"
12,"0.8,0.7,0.5,"
13,"0.9,0.3,"
14,"0.3,0.6,0.3,"
15,"0.7,0.9,0.3,"
16,"0.6,0.7,0.8,"
17,"0.8,0.4,"
18,"0.5,0.4,0.2,"
19,"0.7,1.0,0.5,"
20,"0.8,0.6,"
21,"0.6,0.4,0.3,"
22,"0.6,0.9,0.3,"
23,"0.8,0.8,0.2,"
24,"0.8,0.8,0.4,"
25,"0.5,0.5,0.4,"
26,"0.5,0.7,0.3,"
27,"1.0,0.3,0.3,"
28,"0.5,0.3,"
29,"0.6,0.4,"
30,"0.6,1.0,0.5,"
31,"0.8,0.2,"
32,"0.6,0.5,0.4,"
33,"0.8,0.8,0.3,"
34,"0.6,0.9,0.3,"
35,"0.7,0.8,"
36,"0.5,0.4,0.2,"
37,"0.8,0.6,0.4,"
38,"0.4,0.6,0.4,"
39,"0.3,0.4,0.7,"
40,"0.3,0.4,0.7,"
41,"0.5,0.5,"
42,"0.8,0.3,"
43,"0.4,0.4,0.3,"
44,"0.8,0.3,"
45,"0.9,0.4,0.3,"
46,"0.3,0.8,0.3,"
47,"0.2,0.5,0.3,"
48,"0.8,0.4,"
49,"1.0,0.3,0.9,"
50,"1.0,0.9,"
51,"0.8,0.3,"
52,"0.7,0.3,0.9,"
53,"0.4,0.6,"
54,"0.7,0.3,0.9,"
55,"0.9,0.6,0.9,"
56,"0.9,"
57,"0.7,0.6,"
58,"0.2,0.5,0.3,"
59,"0.6,1.0,0.5,"
