,0
0,"0.9,0.3,0.9,"
1,"1.0,0.3,0.9,"
2,"0.9,"
3,"0.7,0.6,"
4,"0.8,0.8,0.3,"
5,"0.2,0.5,0.3,"
6,"0.4,0.8,0.2,"
7,"0.7,0.8,0.3,"
8,"0.6,0.5,0.4,"
9,"0.8,0.7,0.5,"
10,"0.5,0.4,0.2,"
11,"0.4,0.8,0.3,"
12,"1.0,0.3,0.9,"
13,"0.4,0.8,0.2,"
14,"1.0,0.9,0.4,"
15,"1.0,0.3,"
16,"1.0,0.3,0.9,"
17,"0.7,0.4,"
18,
19,"0.7,0.4,"
20,"0.3,0.4,"
21,"1.0,0.6,0.3,"
22,"0.7,0.3,0.9,"
23,"0.4,0.7,0.4,"
24,"1.0,0.6,"
25,"0.8,0.4,"
26,"0.7,0.3,0.9,"
27,"0.9,0.9,0.3,"
28,"0.6,0.6,0.3,"
29,"0.8,0.9,"
30,"0.3,0.6,0.7,"
31,"0.5,0.6,0.3,"
32,"0.5,0.6,0.9,"
33,"0.2,0.6,0.3,"
34,"0.2,0.4,0.4,"
35,"0.7,0.3,0.9,"
36,"0.7,0.7,0.3,"
37,"0.7,0.3,0.9,"
38,"0.3,0.4,0.2,"
39,"0.6,0.6,0.9,"
40,"0.4,0.4,0.3,"
41,"0.3,0.3,0.3,"
42,"0.3,0.2,"
43,"0.8,0.6,0.4,"
44,"0.8,0.3,0.4,"
45,"0.7,0.6,0.9,"
46,"0.6,0.8,0.4,"
47,"0.8,0.6,"
48,"0.8,0.8,0.3,"
49,"1.0,0.9,0.5,"
50,"0.8,0.3,0.9,"
51,"0.8,0.3,"
52,"0.5,0.5,0.5,"
53,"0.6,0.6,"
54,"0.9,0.3,0.9,"
55,
56,"0.4,0.5,0.3,"
57,"0.9,0.7,0.2,"
58,"0.9,0.9,0.3,"
59,"0.7,0.4,0.2,"
