,0
0,"0.7,0.5,"
1,"1.0,0.3,0.9,"
2,"0.9,0.4,0.3,"
3,"0.4,0.2,"
4,"1.0,0.3,0.9,"
5,"0.6,0.3,0.9,"
6,"0.7,0.3,0.9,"
7,"0.6,0.8,0.4,"
8,"0.8,0.4,0.3,"
9,"0.9,0.4,"
10,"0.4,0.4,0.3,"
11,"0.8,0.7,0.4,"
12,"0.6,0.3,"
13,"0.7,0.3,0.4,"
14,"1.0,0.8,0.3,"
15,"0.3,0.3,0.1,"
16,"0.4,0.5,"
17,"1.0,0.3,0.9,"
18,"0.5,0.1,"
19,"0.8,0.3,0.9,"
20,"0.8,0.8,0.2,"
21,"0.6,0.9,0.3,"
22,"0.8,0.1,"
23,"0.4,0.2,"
24,"0.8,0.3,"
25,"0.3,0.4,0.1,"
26,"1.0,0.3,0.9,"
27,"0.6,0.3,0.9,"
28,"0.5,0.4,"
29,"0.8,0.2,0.2,"
30,"1.0,0.3,0.9,"
31,"0.6,0.3,0.9,"
32,"0.6,0.3,0.9,"
33,"0.7,0.8,0.5,"
34,"0.5,0.6,0.9,"
35,"0.7,0.3,0.9,"
36,"0.3,0.4,0.3,"
37,"0.7,0.7,0.5,"
38,"0.7,0.4,0.4,"
39,"0.8,0.8,0.5,"
40,"0.3,0.4,"
41,"1.0,0.3,0.9,"
42,"0.3,0.4,0.4,"
43,"0.2,0.8,0.1,"
44,"0.3,0.4,0.2,"
45,"0.7,0.9,0.3,"
46,"0.7,0.4,0.4,"
47,"0.4,0.8,0.2,"
48,"0.3,0.7,0.3,"
49,"0.5,0.7,0.2,"
50,"0.8,0.9,"
51,"0.9,0.7,0.4,"
52,"0.4,0.3,0.3,"
53,"0.7,0.5,"
54,"0.9,0.3,"
55,"1.0,0.3,0.9,"
56,"1.0,0.3,0.9,"
57,"0.5,0.1,"
58,"0.5,0.1,"
59,"1.0,0.3,0.9,"
