,Price,Bedrooms,Bathrooms,Area,,,Type,Construction,Parking,Heating,HOA,Price_SQFT,Principal_Interest,Mortgage,Tax,Insurance,School,Ranking
440,600000,3,2,NA,"11835 Nashville Blvd, Jamaica, NY 11411",https://www.zillow.com/homedetails/11835-Nashville-Blvd-Jamaica-NY-11411/32194331_zpid/,SingleFamily,1945,"Shared Driveway, Attached, Garage, Off Site, Off Street, Private, Public Parking, On Street","Natural Gas, Steam",0.08 Acres,,"$2,044/mo",$0/mo,$420/mo,$210/mo,"-Ps 136 Roy Wilkins,-Is 192 The Linden,-Humanities And Arts Magnet High School,","0.4,0.3,0.3,"
441,685000,5,3,NA,"565 Beach 63rd St, Far Rockaway, NY 11692",https://www.zillow.com/homedetails/565-Beach-63rd-St-Far-Rockaway-NY-11692/62742265_zpid/,MultiFamily,2002,Private,Natural Gas,,,"$2,333/mo",$0/mo,$480/mo,$240/mo,"-Ps Ms 42 R Vernam,-Acadey of Medical Technology - A College Board School,","0.5,0.4,"
442,779000,5,4,2050,"4054 Edson Ave, Bronx, NY 10466",https://www.zillow.com/homedetails/4054-Edson-Ave-Bronx-NY-10466/83179051_zpid/,MultiFamily,2007,0 spaces,No Data,$380 ,,"$2,653/mo",$0/mo,$617/mo,$273/mo,"-Ps 87,-Baychester Middle School,-New World High School,","0.6,0.4,0.3,"
443,375000,1,1,950,"45 Kew Gardens Rd APT 2H, Jamaica, NY 11415",https://www.zillow.com/homedetails/45-Kew-Gardens-Rd-APT-2H-Jamaica-NY-11415/245436891_zpid/,Cooperative,1940,None,No Data,$883 monthly,$395 ,"$1,370/mo",$0/mo,$263/mo,$131/mo,"-Ps 99 Kew Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,","0.9,0.7,0.4,"
444,1350000,6,4,2999,"1568 E 18th St, Brooklyn, NY 11230",https://www.zillow.com/homedetails/1568-E-18th-St-Brooklyn-NY-11230/30726503_zpid/,MultiFamily,1925,0 spaces,No Data,$450 ,,"$4,542/mo",$0/mo,$731/mo,$473/mo,"-Ps 197 The Kings Highway Academy,-Jhs 234 Arthur W Cunningham,-James Madison High School,","0.6,0.8,0.4,"
445,1485000,2,2,1270,"88 Wyckoff St APT 4E, Brooklyn, NY 11201",https://www.zillow.com/homedetails/88-Wyckoff-St-APT-4E-Brooklyn-NY-11201/30571370_zpid/,Condo,1905,0 spaces,No Data,$840 monthly,"$1,169 ","$4,996/mo",$0/mo,$804/mo,$520/mo,"-P.S. 261 Philip Livingston,-School For International Studies,","0.4,0.3,"
446,399999,3,1,1200,"2553 E 7th St APT 6A, Brooklyn, NY 11235",https://www.zillow.com/homedetails/2553-E-7th-St-APT-6A-Brooklyn-NY-11235/2073929743_zpid/,Cooperative,1953,0 spaces,No Data,$947 monthly,$333 ,"$1,461/mo",$0/mo,$217/mo,$140/mo,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,","0.9,0.4,"
447,798000,3,2,1496,"8717 81st Rd, Glendale, NY 11385",https://www.zillow.com/homedetails/8717-81st-Rd-Glendale-NY-11385/32019073_zpid/,SingleFamily,1940,"Garage, Garage - Detached, Off-street, Covered",Gas,"2,600 sqft",$533 ,"$2,718/mo",$0/mo,$559/mo,$279/mo,"-Ps 113 Isaac Chauncey,-Newtown High School,","0.9,0.3,"
448,3250000,2,3,1488,"247 W 46th St APT 4202, New York, NY 10036",https://www.zillow.com/homedetails/247-W-46th-St-APT-4202-New-York-NY-10036/89333369_zpid/,Condo,2007,Garage - Detached,Forced air,"$1,650 monthly","$2,184 ","$10,934/mo",$0/mo,"$2,383/mo","$1,138/mo","-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.5,0.6,0.9,"
449,2395000,3,3,1950,"330 E 57th St APT 4, New York, NY 10022",https://www.zillow.com/homedetails/330-E-57th-St-APT-4-New-York-NY-10022/89329879_zpid/,Condo,2005,0 spaces,No Data,"$2,060 monthly","$1,228 ","$8,057/mo",$0/mo,"$1,756/mo",$838/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
450,5100000,"-- bds,",1,4800,"168 Hancock St, Brooklyn, NY 11216",https://www.zillow.com/homedetails/168-Hancock-St-Brooklyn-NY-11216/30610393_zpid/,MultiFamily,1899,"Garage, Garage - Attached",No Data,"$1,063 ",,"$17,157/mo",$0/mo,"$2,763/mo","$1,785/mo","-Ps 93 William H Prescott,-Satellite East Middle School,-Brooklyn Academy High School,","0.7,0.4,0.2,"
451,349000,1,1,750,"98-41 64th Rd APT 5F, Rego Park, NY 11374",https://www.zillow.com/homedetails/98-41-64th-Rd-APT-5F-Rego-Park-NY-11374/72649595_zpid/,Cooperative,1947,0 spaces,No Data,$696 monthly,$465 ,"$1,275/mo",$0/mo,$244/mo,$122/mo,"-Ps 206 The Horace Harding School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.6,0.9,0.5,"
452,320000,"Studio,",1,NA,"320 E 42nd St APT 1407, New York, NY 10017",https://www.zillow.com/homedetails/320-E-42nd-St-APT-1407-New-York-NY-10017/245084165_zpid/,Cooperative,1929,0 spaces,No Data,$918 monthly,,"$1,169/mo",$0/mo,$235/mo,$112/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
453,7200000,3,3,NA,"302 W 12th St #14GH, New York, NY 10014",https://www.zillow.com/homedetails/302-W-12th-St-14GH-New-York-NY-10014/2073930644_zpid/,Condo,1929,0 spaces,No Data,"$2,318 monthly",,"$24,222/mo",$0/mo,"$5,280/mo","$2,520/mo","-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
454,440000,"Studio,",1,NA,"320 E 42nd St APT 2712, New York, NY 10017",https://www.zillow.com/homedetails/320-E-42nd-St-APT-2712-New-York-NY-10017/79482661_zpid/,Cooperative,1929,0 spaces,No Data,"$1,155 monthly",,"$1,607/mo",$0/mo,$323/mo,$154/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
455,248000,"Studio,",1,550,"70-25 Yellowstone Blvd #7B, Forest Hills, NY 11375",https://www.zillow.com/homedetails/70-25-Yellowstone-Blvd-7B-Forest-Hills-NY-11375/2089139871_zpid/,Cooperative,1965,0 spaces,No Data,$568 monthly,$451 ,$962/mo,$0/mo,$174/mo,$87/mo,"-Ps 144 Col Jeromus Remsen,-Jhs 190 Russell Sage,-Hillcrest High School,","0.8,0.7,0.4,"
456,875000,1,1,720,"299 W 12th St APT 1A, New York, NY 10014",https://www.zillow.com/homedetails/299-W-12th-St-APT-1A-New-York-NY-10014/31501102_zpid/,Condo,1930,0 spaces,No Data,$950 monthly,"$1,215 ","$2,980/mo",$0/mo,$642/mo,$306/mo,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.9,0.6,0.9,"
457,800000,1,1,NA,"533 E 12th St #3D, New York, NY 10009",https://www.zillow.com/homedetails/533-E-12th-St-3D-New-York-NY-10009/2073930922_zpid/,Condo,2020,0 spaces,No Data,$534 monthly,,"$2,725/mo",$0/mo,$587/mo,$280/mo,"-Ps 15 Roberto Clemente,-East Side Community School,","0.9,0.6,"
458,599000,3,3,1560,"82 Rye Ave, Staten Island, NY 10312",https://www.zillow.com/homedetails/82-Rye-Ave-Staten-Island-NY-10312/32356797_zpid/,SingleFamily,1975,"No Garage, Off Street, On Street","Hot Water, Natural Gas","2,800 sqft",$384 ,"$2,040/mo",$0/mo,$434/mo,$210/mo,"-Ps 42 Eltingville,-Is 7 Elias Bernstein,-Tottenville High School,","0.6,0.9,0.5,"
459,799000,4,3,1645,"Linden Blvd, South Ozone Park, NY 11420",https://www.zillow.com/homedetails/117-17-Linden-Blvd-South-Ozone-Park-NY-11420/2073931903_zpid/,SingleFamily,1935,"Private, Detached","Natural Gas, Baseboard",0.05 Acres,$486 ,,,,,"-Ps 100 Glen Morris,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.7,0.4,0.3,"
460,299000,3,1,950,"56-28 244th St, Little Neck, NY 11362",https://www.zillow.com/homedetails/56-28-244th-St-Little-Neck-NY-11362/2073931901_zpid/,Cooperative,1953,"Parking Lot, Off Street",Steam,"$1,036 monthly",$315 ,"$1,092/mo",$0/mo,$209/mo,$105/mo,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,","0.9,0.9,0.5,"
461,385000,2,1,NA,"10209 Davenport Ct, Queens, NY 11414",https://www.zillow.com/homedetails/10209-Davenport-Ct-Queens-NY-11414/32218346_zpid/,SingleFamily,1930,"Private, Attached","Oil, Steam",0.05 Acres,,"$1,406/mo",$0/mo,$270/mo,$135/mo,"-Ps 146 Howard Beach,-John Adams High School,","0.8,0.3,"
462,188000,"Studio,",1,NA,"111-45 76th Dr #D1, Forest Hills, NY 11375",https://www.zillow.com/homedetails/111-45-76th-Dr-D1-Forest-Hills-NY-11375/2073932267_zpid/,Cooperative,1940,"Garage, On Street, Waitlist","Oil, Steam",$580 monthly,,$729/mo,$0/mo,$132/mo,$66/mo,"-Ps 101 School In The Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,","0.9,0.7,0.4,"
463,400000,3,2,2102,"302 Slater Blvd, Staten Island, NY 10305",https://www.zillow.com/homedetails/302-Slater-Blvd-Staten-Island-NY-10305/58578234_zpid/,MultiFamily,2000,"No Garage, Off Street","Forced Air, Natural Gas",$190 ,,"$1,461/mo",$0/mo,$290/mo,$140/mo,"-Ps 52 John C Thompson,-Is 2 George L Egbert,-New Dorp High School,","0.6,0.4,0.4,"
464,795000,3,3,NA,"14563 177th St, Jamaica, NY 11434",https://www.zillow.com/homedetails/14563-177th-St-Jamaica-NY-11434/32207337_zpid/,SingleFamily,1930,"Private, Detached","Natural Gas, Hot Water",0.09 Acres,,"$2,708/mo",$0/mo,$557/mo,$278/mo,"-Ps 52,-Collaborative Arts Middle School,-Queens Preparatory Academy,","0.2,0.4,0.3,"
465,230000,"Studio,",1,NA,"380 Cozine Ave APT 2A, Brooklyn, NY 11207",https://www.zillow.com/homedetails/380-Cozine-Ave-APT-2A-Brooklyn-NY-11207/30649033_zpid/,Condo,1925,0 spaces,No Data,,,$892/mo,$0/mo,$125/mo,$81/mo,"-Ps 273 Wortman,-Van Siclen Community Middle School,-Academy for Young Writers,","0.2,0.3,0.4,"
466,685000,2,2,NA,"909 E 119th St #1G, College Pt, NY 11356",https://www.zillow.com/homedetails/909-E-119th-St-1G-College-Pt-NY-11356/2073932674_zpid/,Cooperative,2005,Garage,No Data,,,"$2,333/mo",$0/mo,$480/mo,$240/mo,"-Ps 129 Patricia Larkin,-Jhs 194 William Carr,-Flushing High School,","0.7,0.7,0.2,"
467,1300000,5,3,2138,"2041 Himrod St, Ridgewood, NY 11385",https://www.zillow.com/homedetails/2041-Himrod-St-Ridgewood-NY-11385/2133509908_zpid/,MultiFamily,1910,None,Natural Gas,$608 ,,"$4,373/mo",$0/mo,$910/mo,$455/mo,"-Ps 71 Forest,-Is 93 Ridgewood,-Grover Cleveland H.S.,","0.5,0.7,0.3,"
468,1780000,3,2,1800,"1843 E 2nd St, Brooklyn, NY 11223",https://www.zillow.com/homedetails/1843-E-2nd-St-Brooklyn-NY-11223/30722115_zpid/,SingleFamily,1925,"Garage - Detached, Covered",No Data,"2,317 sqft",$989 ,"$5,988/mo",$0/mo,$964/mo,$623/mo,"-Ps 215 Morris H Weiss,-Is 228 David A Boody,-Abraham Lincoln High School,","0.7,0.8,0.4,"
469,325000,"Studio,",1,NA,"70-25 Yellowstone Blvd #22A, Forest Hills, NY 11375",https://www.zillow.com/homedetails/70-25-Yellowstone-Blvd-22A-Forest-Hills-NY-11375/2075376678_zpid/,Cooperative,1965,0 spaces,No Data,$755 monthly,,"$1,187/mo",$0/mo,$228/mo,$114/mo,"-Ps 144 Col Jeromus Remsen,-Jhs 190 Russell Sage,-Hillcrest High School,","0.8,0.7,0.4,"
470,11000000,2,NA,NA,"372-376 E 139th St, Bronx, NY 10454",https://www.zillow.com/homedetails/372-376-E-139th-St-Bronx-NY-10454/2073933025_zpid/,,,,,,,"$37,006/mo",$0/mo,"$8,708/mo","$3,850/mo","-Ps 49 Willis Avenue,-Hostos-Lincoln Academy of Science,","0.8,0.6,"
471,649000,1,1,750,"504 Grand St APT B4, New York, NY 10002",https://www.zillow.com/homedetails/504-Grand-St-APT-B4-New-York-NY-10002/72511284_zpid/,Cooperative,1929,0 spaces,No Data,$612 monthly,$865 ,"$2,211/mo",$0/mo,$476/mo,$227/mo,"-Ps 15 Roberto Clemente,-East Side Community School,","0.9,0.6,"
472,320000,"Studio,",1,500,"200 E 36th St APT 3A, New York, NY 10016",https://www.zillow.com/homedetails/200-E-36th-St-APT-3A-New-York-NY-10016/119907673_zpid/,Cooperative,1955,0 spaces,No Data,"$1,088 monthly",$640 ,"$1,169/mo",$0/mo,$235/mo,$112/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
473,1250000,1,1,NA,"250 Mercer St APT C403, New York, NY 10012",https://www.zillow.com/homedetails/250-Mercer-St-APT-C403-New-York-NY-10012/2073933408_zpid/,Cooperative,1888,0 spaces,No Data,"$2,212 monthly",,"$4,205/mo",$0/mo,$917/mo,$438/mo,"-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.6,0.3,0.9,"
474,2998000,3,3,2035,"520 W 45th St #1B, New York, NY 10036",https://www.zillow.com/homedetails/520-W-45th-St-1B-New-York-NY-10036/300200805_zpid/,Condo,1905,None,No Data,"$3,505 monthly","$1,473 ","$10,086/mo",$0/mo,"$2,199/mo","$1,049/mo","-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.5,0.6,0.9,"
475,535000,"Studio,",1,549,"242 E 25th St APT 9-C, New York, NY 10010",https://www.zillow.com/homedetails/242-E-25th-St-APT-9-C-New-York-NY-10010/321905417_zpid/,Apartment,2004,0 spaces,No Data,"$2,138 monthly",$974 ,"$1,954/mo",$0/mo,$392/mo,$187/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
476,599000,1,1,650,"14-25 Broadway #4R, Astoria, NY 11106",https://www.zillow.com/homedetails/14-25-Broadway-4R-Astoria-NY-11106/2073935000_zpid/,Condo,2006,0 spaces,No Data,$395 monthly,$922 ,"$2,040/mo",$0/mo,$419/mo,$210/mo,"-Ps 171 Peter G Van Alst,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,","0.2,0.6,0.3,"
477,550000,3,2,1288,"902 E 48th St, Brooklyn, NY 11203",https://www.zillow.com/homedetails/902-E-48th-St-Brooklyn-NY-11203/30656626_zpid/,SingleFamily,1930,"Shared Drive, None","Oil, Steam/Radiator","1,883 sqft",$427 ,"$2,009/mo",$0/mo,$298/mo,$193/mo,"-Ps 208 Elsa Ebeling,-Is 285 Meyer Levin,-Kurt Hahn Expeditionary Learning School,","0.5,0.7,0.2,"
478,319000,"Studio,",1,NA,"70-25 Yellowstone Blvd #16K, Forest Hills, NY 11375",https://www.zillow.com/homedetails/70-25-Yellowstone-Blvd-16K-Forest-Hills-NY-11375/300348527_zpid/,Cooperative,1965,0 spaces,No Data,$583 monthly,,"$1,165/mo",$0/mo,$223/mo,$112/mo,"-Ps 144 Col Jeromus Remsen,-Jhs 190 Russell Sage,-Hillcrest High School,","0.8,0.7,0.4,"
479,6000000,4,5,3453,"30 W 61st St #26ABC, New York, NY 10023",https://www.zillow.com/homedetails/30-W-61st-St-26ABC-New-York-NY-10023/2073933812_zpid/,Condo,No Data,0 spaces,No Data,"$4,227 monthly","$1,738 ","$20,185/mo",$0/mo,"$4,400/mo","$2,100/mo","-Ps 191 Amsterdam,-Fiorello H Laguardia High School of Music, Art and Performing Arts,","0.3,0.9,"
480,1695000,3,2,1208,"110 E 87th St APT 11C, New York, NY 10128",https://www.zillow.com/homedetails/110-E-87th-St-APT-11C-New-York-NY-10128/31541569_zpid/,Condo,1939,0 spaces,No Data,"$2,524 monthly","$1,403 ","$5,686/mo",$0/mo,"$1,243/mo",$593/mo,"-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
481,370000,1,1,800,"40-05 Ithaca St UNIT 4A, Elmhurst, NY 11373",https://www.zillow.com/homedetails/40-05-Ithaca-St-UNIT-4A-Elmhurst-NY-11373/2073933810_zpid/,Cooperative,1941,0 spaces,No Data,$822 monthly,$463 ,"$1,347/mo",$0/mo,$259/mo,$130/mo,"-Ps 89 Elmhurst,-Is 73 The Frank Sansivieri Intermediate School,-Newtown High School,","0.7,0.9,0.3,"
482,1560000,"Studio,",3,1495,"4 W 21st St APT 8D, New York, NY 10010",https://www.zillow.com/homedetails/4-W-21st-St-APT-8D-New-York-NY-10010/72516167_zpid/,Apartment,2006,"Garage - Attached, Covered",Forced air,"$5,675 monthly","$1,043 ","$5,233/mo",$0/mo,"$1,144/mo",$546/mo,"-Ps 11 William T Harris,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.7,0.6,0.9,"
483,3390000,3,3,139009,"160 Riverside Dr APT 15A, New York, NY 10024",https://www.zillow.com/homedetails/160-Riverside-Dr-APT-15A-New-York-NY-10024/244848020_zpid/,Cooperative,1923,0 spaces,No Data,"$4,277 monthly",$24 ,"$11,373/mo",$0/mo,"$2,486/mo","$1,187/mo","-Ps 84 Lilian Weber,-Ms 250 West Side Collaborative Middle School,-Innovation Diploma Plus,","0.4,0.2,0.2,"
484,550000,4,2,1620,"318 Beach 69th St, Far Rockaway, NY 11692",https://www.zillow.com/homedetails/318-Beach-69th-St-Far-Rockaway-NY-11692/32223938_zpid/,MultiFamily,1910,Private,No Data,$340 ,,"$2,003/mo",$0/mo,$385/mo,$193/mo,"-Ps 183 Dr Richard R Green,-Rockaway Park High School For Environmental Sustai,","0.6,0.2,"
485,265000,1,NA,NA,"683 Cleveland St, Brooklyn, NY 11208",https://www.zillow.com/homedetails/683-Cleveland-St-Brooklyn-NY-11208/2081519746_zpid/,,,,,,,$965/mo,$0/mo,$144/mo,$93/mo,"-Ps 202 Ernest S Jenkyns,-East New York Family Academy,","0.3,0.7,"
486,1100000,4,3,2463,"85-07 67th Dr, Rego Park, NY 11374",https://www.zillow.com/homedetails/85-07-67th-Dr-Rego-Park-NY-11374/2078753653_zpid/,MultiFamily,1955,"Garage - Attached, Covered",No Data,$447 ,,"$3,690/mo",$0/mo,$770/mo,$385/mo,"-Ps 174 William Sidney Mount,-Jhs 190 Russell Sage,-Queens Metropolitan High School,","0.8,0.7,0.6,"
487,889000,5,4,2600,"88 Radford St, Staten Island, NY 10314",https://www.zillow.com/homedetails/88-Radford-St-Staten-Island-NY-10314/32312785_zpid/,MultiFamily,1970,"Built-in, Garage, Carport","Forced Air, Natural Gas",$342 ,,"$3,031/mo",$0/mo,$645/mo,$311/mo,"-Ps 69 Daniel D Tompkins,-Is 72 Rocco Laurie,-Port Richmond High School,","0.5,0.7,0.2,"
488,659000,3,1,1100,"80 St Nicholas Ave #7G, New York, NY 10026",https://www.zillow.com/homedetails/80-St-Nicholas-Ave-7G-New-York-NY-10026/2073936163_zpid/,Cooperative,1921,0 spaces,No Data,$833 monthly,$599 ,"$2,247/mo",$0/mo,$483/mo,$231/mo,"-PS 149 Sojourner Truth,-Wadleigh Secondary School for the Performing and Visual Arts,","0.5,0.4,"
489,1350000,5,3,1500,"2159 63rd St, Brooklyn, NY 11204",https://www.zillow.com/homedetails/2159-63rd-St-Brooklyn-NY-11204/30681121_zpid/,MultiFamily,1936,"Private, Attached, Parking Lot","Natural Gas, Heat Recovery System, Hot Water",$900 ,,"$4,529/mo",$0/mo,$731/mo,$473/mo,"-Ps 121 Nelson A Rockefeller,-Abraham Lincoln High School,","0.8,0.4,"
490,999000,1,1,691,"60 Riverside Blvd APT 1504, New York, NY 10069",https://www.zillow.com/homedetails/60-Riverside-Blvd-APT-1504-New-York-NY-10069/117451221_zpid/,Condo,2008,0 spaces,No Data,$661 monthly,"$1,446 ","$3,351/mo",$0/mo,$733/mo,$350/mo,"-Ps 191 Amsterdam,-Fiorello H Laguardia High School of Music, Art and Performing Arts,","0.3,0.9,"
491,869000,2,2,NA,"110-11 Queens Blvd APT 19G, Forest Hills, NY 11375",https://www.zillow.com/homedetails/110-11-Queens-Blvd-APT-19G-Forest-Hills-NY-11375/245528804_zpid/,Cooperative,1964,0 spaces,No Data,"$1,868 monthly",,"$2,963/mo",$0/mo,$608/mo,$304/mo,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,","1.0,0.9,0.4,"
492,720000,1,1,680,"100 United Nations Plz APT 6F, New York, NY 10017",https://www.zillow.com/homedetails/100-United-Nations-Plz-APT-6F-New-York-NY-10017/31531662_zpid/,Condo,1984,Garage - Attached,No Data,$980 monthly,"$1,059 ","$2,455/mo",$0/mo,$528/mo,$252/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
493,3380000,3,3,1539,"570 Broome St APT 11B, New York, NY 10013",https://www.zillow.com/homedetails/570-Broome-St-APT-11B-New-York-NY-10013/2077549244_zpid/,Condo,2019,None,No Data,"$1,641 monthly","$2,196 ","$11,339/mo",$0/mo,"$2,479/mo","$1,183/mo","-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.6,0.3,0.9,"
494,3495000,4,4,2234,"181 E 90th St APT 11B, New York, NY 10128",https://www.zillow.com/homedetails/181-E-90th-St-APT-11B-New-York-NY-10128/63164370_zpid/,Condo,2004,0 spaces,No Data,"$2,258 monthly","$1,564 ","$11,725/mo",$0/mo,"$2,563/mo","$1,223/mo","-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
495,5795000,3,3,2400,"16 Crosby St #2RN, New York, NY 10013",https://www.zillow.com/homedetails/16-Crosby-St-2RN-New-York-NY-10013/72510871_zpid/,Cooperative,1900,0 spaces,No Data,$900 monthly,"$2,415 ","$19,441/mo",$0/mo,"$4,250/mo","$2,028/mo","-Ps 130 Hernando De Soto,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.8,0.3,0.9,"
496,525000,"Studio,",1,426,"330 E 49th St APT 11E, New York, NY 10017",https://www.zillow.com/homedetails/330-E-49th-St-APT-11E-New-York-NY-10017/31531490_zpid/,Condo,1962,Garage - Attached,No Data,$643 monthly,"$1,232 ","$1,912/mo",$0/mo,$385/mo,$184/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
497,625000,1,1,500,"207 E 21st St APT 4A, New York, NY 10010",https://www.zillow.com/homedetails/207-E-21st-St-APT-4A-New-York-NY-10010/72518111_zpid/,Cooperative,1930,Covered,No Data,"$1,098 monthly","$1,250 ","$2,131/mo",$0/mo,$458/mo,$219/mo,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
498,699000,2,2,1271,"14726 Roosevelt Ave APT 2C, Flushing, NY 11354",https://www.zillow.com/homedetails/14726-Roosevelt-Ave-APT-2C-Flushing-NY-11354/32038583_zpid/,Condo,2013,0 spaces,No Data,$619 monthly,$550 ,"$2,383/mo",$0/mo,$489/mo,$245/mo,"-Ps 32 State Street,-Jhs 189 Daniel Carter Beard,-Flushing High School,","0.7,0.6,0.2,"
499,350000,"Studio,",NA,1100,"220-24 137th Rd, Springfield Gardens, NY 11413",https://www.zillow.com/homedetails/220-24-137th-Rd-Springfield-Gardens-NY-11413/2073938313_zpid/,SingleFamily,No Data,0 spaces,No Data,"3,750 sqft",$318 ,"$1,274/mo",$0/mo,$245/mo,$123/mo,"-Ps 156 Laurelton,-Preparatory Academy for Writers  A College Board School,","0.4,0.6,"
500,1395000,4,2,3520,"1598 Union St, Brooklyn, NY 11213",https://www.zillow.com/homedetails/1598-Union-St-Brooklyn-NY-11213/30597237_zpid/,MultiFamily,1901,Off-street,Forced air,$396 ,,"$4,680/mo",$0/mo,$756/mo,$488/mo,"-Ps 221 Tossaint L Ouverture,-New Heights Middle School,-Pathways Tech Early College High School,","0.6,0.4,0.3,"
501,699000,3,3,1600,"1065 Sheldon Ave, Staten Island, NY 10309",https://www.zillow.com/homedetails/1065-Sheldon-Ave-Staten-Island-NY-10309/59820938_zpid/,SingleFamily,2002,Covered,No Data,"2,565 sqft",$437 ,"$2,383/mo",$0/mo,$507/mo,$245/mo,"-Ps 56 The Louis Desario School,-Is 34 Tottenville,-Tottenville High School,","0.6,1.0,0.5,"
502,399000,1,1,NA,"47-39 40th St APT 2A, Sunnyside, NY 11104",https://www.zillow.com/homedetails/47-39-40th-St-APT-2A-Sunnyside-NY-11104/248733149_zpid/,Cooperative,1939,0 spaces,"Natural Gas, Hot Water",$490 monthly,,"$1,453/mo",$0/mo,$279/mo,$140/mo,"-Ps 199 Maurice A Fitzgerald,-Is 125 Thomas J Mccann Woodside,-Queens Technical High School,","0.7,0.8,0.4,"
