,0
0,"-Ps 274 Kosciusko,-Jhs 291 Roland Hayes,-Bushwick Leaders High School For Academic Excellence,"
1,"-Ps 20 John Bowne,-Jhs 189 Daniel Carter Beard,-Flushing High School,"
2,"-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,"
3,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,"
4,"-Ps 13 M L Lindenmeyer,-Is 49 Bertha A Dreyfus,-Curtis High School,"
5,"-Ps 8 Robert Fulton,-Urban Assembly Institute of Math and Science for Young Women,"
6,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
7,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
8,"-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
9,"-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
10,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
11,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
12,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
13,"-Ps 127 Mckinley Park,-Jhs 259 William Mckinley,-Fort Hamilton High School,"
14,"-Ps 99 Kew Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,"
15,"-Ps 99 Kew Gardens,-Jhs 217 Robert A Van Wyck,-Hillcrest High School,"
16,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
17,"-Ps 69 Jackson Heights,-Is 230,-William Cullen Bryant High School,"
18,"-Ps 183 Robert L Stevenson,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
19,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
20,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
21,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
22,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
23,"-Ps 152 Gwendolyn N Alleyne School,-Is 230,-William Cullen Bryant High School,"
24,"-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
25,"-Ps 124 Yung Wing,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
26,"-Ps 207 Rockwood Park,-John Adams High School,"
27,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
28,"-Ps 214 Cadwallader Colden,-Jhs 185 Edward Bleeker,-Flushing High School,"
29,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
30,"-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,"
31,"-Ps 20 Clinton Hill,-Dr Susan S Mckinney Secondary School Of The Arts,"
32,"-Ps 95 Eastwood,-Is 238 Susan B Anthony,-Cambria Heights Academy,"
33,"-Waterside Children S Studio School,-Scholars  Academy,"
34,"-I.S. 119 the Glendale,-Grover Cleveland H.S.,"
35,"-Ps 32 The Gifford School,-Is 24 Myra S Barnes,-Susan E Wagner High School,"
36,"-Battery Park City School,-Nyc Lab High School For Collaborative Studies,"
37,"-Ps 234,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,"
38,"-Ps 111 Adolph S Ochs,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
39,"-Ps 70,-Is 10 Horace Greeley,-William Cullen Bryant High School,"
