,0
0,"-Ps 209 Clearview Gardens,-Jhs 194 William Carr,-Flushing High School,"
1,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
2,"-Ps 139 Rego Park,-Jhs 190 Russell Sage,-Queens Metropolitan High School,"
3,"-Ps 71 Forest,-Is 93 Ridgewood,-Grover Cleveland H.S.,"
4,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,"
5,"-Ps 63 Old South,-Jhs 202 Robert H Goddard,-John Adams High School,"
6,"-Ps 8 Robert Fulton,-Urban Assembly Institute of Math and Science for Young Women,"
7,"-Ps Is 104 The Fort Hamilton School,-Fort Hamilton High School,"
8,"-Ps 23 Richmondtown,-Is 24 Myra S Barnes,-New Dorp High School,"
9,"-Ps 106 Parkchester,-Jhs 127 The Castle Hill,-Bronx High School For The Visual Arts,"
10,"-Ps 177 The Marlboro,-Is 228 David A Boody,-Abraham Lincoln High School,"
11,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
12,"-Ps 104 The Bays Water,-Acadey of Medical Technology - A College Board School,"
13,"-Ps 29,-Jhs 185 Edward Bleeker,-Flushing High School,"
14,"-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
15,"-Ps 212,-Is 230,-William Cullen Bryant High School,"
16,"-Ps 42 Benjamin Altman,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
17,"-Ps 35 The Clove Valley School,-Is 27 Anning S Prall,-Curtis High School,"
18,"-Ps 84 Jose De Diego,-Williamsburg High School for Architecture and Design,"
19,"-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
20,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
21,"-Ps 232 Lindenwood,-John Adams High School,"
22,"-Ps 290 Juan Morel Campos,-Vista Academy,-W H Maxwell Career and Technical Education High School,"
23,"-Ps 45 John Tyler,-Is 61 William A Morris,-Curtis High School,"
24,"-Ps 205 Alexander Graham Bell,-Jhs 74 Nathaniel Hawthorne,-Benjamin N Cardozo High School,"
25,"-Ps 24 Spuyten Duyvil,-Riverdale Kingsbridge Academy (Ms High School 141),"
26,"-Ps 68,-Baychester Middle School,-Harry S Truman High School,"
27,"-Ps 307 Daniel Hale Williams,-Ps 8 Robert Fulton,-The Urban Assembly School Of Music And Art At Wate,"
28,"-Ps Is 104 The Fort Hamilton School,-Fort Hamilton High School,"
29,"-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
30,"-Ps 100 The Coney Island School,-Is 303 Herbert S Eisenberg,-Abraham Lincoln High School,"
31,"-Ps 46 Alley Pond,-Jhs 74 Nathaniel Hawthorne,-Benjamin N Cardozo High School,"
32,"-Ps Is 295,-Pathways College Preparatory School  A College Board School,"
33,"-Ps 8 Robert Fulton,-Urban Assembly Institute of Math and Science for Young Women,"
34,"-Ps 193 Alfred J Kennedy,-Jhs 185 Edward Bleeker,-Flushing High School,"
35,"-Ps 105 Senator Abraham Bernstein,-Bronx Green Middle School,-Bronx High School For The Visual Arts,"
36,"-Ps 127 Mckinley Park,-Jhs 201 The Dyker Heights,-New Utrecht High School,"
37,"-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
38,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
39,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
40,"-P.S. 169 Bay Terrace,-World Journalism Preparatory  A College Board School,"
41,"-Ps 70,-Is 10 Horace Greeley,-William Cullen Bryant High School,"
42,"-Ps 15 Jackie Robinson,-Is 59 Springfield Gardens,-Humanities And Arts Magnet High School,"
43,"-Ps 234 Independence School,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
44,"-Ps 4 Maurice Wollin,-Is 75 Frank D Paulo,-Tottenville High School,"
45,"-Ps 129 Patricia Larkin,-Jhs 194 William Carr,-Flushing High School,"
46,"-Ps 13 Clement C Moore,-Is 77,-Newtown High School,"
47,"-Ps 18 Winchester,-Irwin Altman Middle School 172,-Martin Van Buren High School,"
48,"-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
49,"-Ps 52 Sheepshead Bay,-Jhs 14 Shell Bank,-Leon M Goldstein High School For The Sciences,"
50,"-Ps Is 116 William C Hughley,-Eagle Academy for Young Men III,"
51,"-Ps 17 Henry David Thoreau,-Albert Shanker School For Visual And Performing Ar,-William Cullen Bryant High School,"
52,"-Ps 49 Dorothy Bonawit Kole,-Newtown High School,"
53,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
54,"-Ps 130 The Parkside,-Middle 839,-West Brooklyn Community High School,"
55,"-Ps 212,-Is 230,-William Cullen Bryant High School,"
56,"-Ps 11 Kathryn Phelan,-Is 10 Horace Greeley,-William Cullen Bryant High School,"
57,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
58,"-Ps 163 Flushing Heights,-Is 237,-John Bowne High School,"
59,"-Ps 225 The Eileen E Zaglin,-Abraham Lincoln High School,"
