,0
0,"-Ps 124 Osmond A Church,-Jhs 226 Virgil I Grisson,-John Adams High School,"
1,"-Ps 41 Francis White,-Brooklyn Collegiate A College Board School,"
2,"-Cynthia Jenkins School,-Collaborative Arts Middle School,-George Washington Carver High School For The Scien,"
3,"-P.S. 261 Philip Livingston,-The Math And Science Exploratory School,-Brooklyn Frontiers High School,"
4,"-Ps 49 Dorothy Bonawit Kole,-Newtown High School,"
5,"-Ps 219 Paul Klapper,-John Bowne High School,"
6,"-Ps 139 Rego Park,-Jhs 190 Russell Sage,-Forest Hills High School,"
7,"-Ps 176 Ovington,-Jhs 201 The Dyker Heights,-New Utrecht High School,"
8,"-Ps 205 Alexander Graham Bell,-Jhs 74 Nathaniel Hawthorne,-Benjamin N Cardozo High School,"
9,"-Ps 162 John Golden,-Jhs 216 George J Ryan,-Francis Lewis High School,"
10,"-Ps 41 Gun Hill Road,-The Forward School,-Bronx Lab School,"
11,"-Ps 7 Louis F Simeone,-Is 5 The Walter Crowley Intermediate School,-Newtown High School,"
12,"-Ps 175 City Island,-Harry S Truman High School,"
13,"-East Elmhurst Community School,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,"
14,"-Ps 14 Senator John Calandra,-Ms 101 Edward R Byrne,-Westchester Square Academy,"
15,"-Ps 290 Manhattan New School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
16,"-Ps 11 William T Harris,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
17,"-Ps 219 Paul Klapper,-John Bowne High School,"
18,"-Ps 154,-I.S. 250 the Robert F Kennedy Community Middle School,-Robert F Kennedy Community High School,"
19,"-Ps 173 Fresh Meadow,-Jhs 216 George J Ryan,-Francis Lewis High School,"
20,"-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,"
21,"-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
22,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
23,NA
24,"-Ps 56 The Louis Desario School,-Is 34 Tottenville,-Tottenville High School,"
25,"-Cynthia Jenkins School,-Collaborative Arts Middle School,-George Washington Carver High School For The Scien,"
26,"-Ps 92 Harry T Stewart Sr,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,"
27,"-Ps Is 104 The Fort Hamilton School,-Fort Hamilton High School,"
28,"-Ps 191 Amsterdam,-Fiorello H Laguardia High School of Music, Art and Performing Arts,"
29,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
30,"-Ps 219 Paul Klapper,-John Bowne High School,"
31,"-Ps 164 Queens Valley,-North Queens Community High School,"
32,"-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
33,"-Ps 125 Ralph Bunche,-Columbia Secondary School,"
34,"-Ps 72 Dr William Dorney,-Urban Institute Of Mathematics,-Westchester Square Academy,"
35,"-Ps 282 Park Slope,-Brooklyn Technical High School,"
36,"-Ps 251 Paerdegat,-Jhs 78 Roy H Mann,-James Madison High School,"
37,"-Ps 130 The Parkside,-Middle 839,-West Brooklyn Community High School,"
38,"-Ps 114 Ryder Elementary School,-Is 211 John Wilson,-Olympus Academy,"
39,"-Ps 132 The Conselyea School,-Ms 582,-Progress High School for Professional Careers,"
40,"-PS 149 Sojourner Truth,-Wadleigh Secondary School for the Performing and Visual Arts,"
41,"-Yorkville Community School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
42,"-Ps 139 Rego Park,-Jhs 190 Russell Sage,-Forest Hills High School,"
43,"-Ps 81 Robert J Christen,-Riverdale Kingsbridge Academy (Ms High School 141),"
44,"-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
45,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,"
46,"-Ps 95 The Gravesend,-Life Academy High School For Film And Music,"
47,"-Ps 92 Harry T Stewart Sr,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,"
48,"-Ps 41 Francis White,-Brooklyn Collegiate A College Board School,"
49,"-Ps 106 Parkchester,-Jhs 127 The Castle Hill,-Bronx High School For The Visual Arts,"
50,"-Ps 21 Edward Hart,-Jhs 185 Edward Bleeker,-Flushing High School,"
51,"-Ps 204 Vince Lombardi,-Jhs 201 The Dyker Heights,-New Utrecht High School,"
52,"-Ps 100 The Coney Island School,-Is 303 Herbert S Eisenberg,-Abraham Lincoln High School,"
53,"-Ps 16 John J Driscoll,-Is 49 Bertha A Dreyfus,-Curtis High School,"
54,"-P.S. 354,-Jhs 8 Richard S Grossley,-High School for Law Enforcement and Public Safety,"
55,"-Ps 88 Seneca,-Is 77,-Grover Cleveland H.S.,"
56,"-Ps 191 Mayflower,-Irwin Altman Middle School 172,-Martin Van Buren High School,"
