,0
0,599000.0
1,1950000.0
2,489900.0
3,369000.0
4,1199000.0
5,839999.0
6,6645000.0
7,1450000.0
8,1600000.0
9,1550000.0
10,549000.0
11,649000.0
12,789000.0
13,3895000.0
14,675000.0
15,1295000.0
16,499000.0
17,1100000.0
18,588000.0
19,799000.0
20,829000.0
21,359000.0
22,1650000.0
23,895000.0
24,1485000.0
25,485000.0
26,380000.0
27,280000.0
28,929000.0
29,629888.0
30,479000.0
31,799000.0
32,1575000.0
33,550000.0
34,950000.0
35,1149000.0
36,319000.0
37,299000.0
38,2350000.0
39,299000.0
40,899999.0
41,889999.0
42,1500000.0
43,279000.0
44,318888.0
45,385000.0
46,880000.0
47,625000.0
48,775000.0
49,1175000.0
50,675000.0
51,575000.0
52,1399999.0
53,560000.0
54,1400000.0
55,835000.0
56,499000.0
57,560000.0
58,499000.0
59,358888.0
60,265000.0
61,325000.0
62,950000.0
63,1080000.0
64,499000.0
65,698000.0
66,1225000.0
67,7000000.0
68,619000.0
69,799000.0
70,799000.0
71,2500000.0
72,395000.0
73,3995000.0
74,650000.0
75,578000.0
76,439000.0
77,550000.0
78,489900.0
79,235000.0
80,308000.0
81,420000.0
82,649900.0
83,2210000.0
84,1650000.0
85,1650000.0
86,839000.0
87,599000.0
88,485000.0
89,869999.0
90,1599000.0
91,835000.0
92,359999.0
93,949000.0
94,1400000.0
95,850000.0
96,675000.0
97,749000.0
98,1895000.0
99,285900.0
100,230000.0
101,359000.0
102,300000.0
103,798800.0
104,899999.0
105,369000.0
106,722500.0
107,360000.0
108,969000.0
109,1399888.0
110,459000.0
111,359000.0
112,500000.0
113,445000.0
114,549900.0
115,269000.0
116,239000.0
117,849000.0
118,259000.0
119,1200000.0
120,1200000.0
121,599000.0
122,699000.0
123,795000.0
124,649000.0
125,325000.0
126,409000.0
127,1100000.0
128,599000.0
129,729000.0
130,1098000.0
131,1449000.0
132,1550000.0
133,1145000.0
134,2150000.0
135,768000.0
136,829000.0
137,339999.0
138,345000.0
139,429900.0
140,538000.0
141,149999.0
142,1895000.0
143,1428888.0
144,1025000.0
145,829000.0
146,949000.0
147,599000.0
148,799000.0
149,1475000.0
150,648500.0
151,339999.0
152,260000.0
153,1075000.0
154,1429000.0
155,1200000.0
156,345000.0
157,1950000.0
158,200000.0
159,239000.0
160,239000.0
161,510000.0
162,319000.0
163,880000.0
164,929000.0
165,759000.0
166,1580000.0
167,425000.0
168,1749000.0
169,970000.0
170,950000.0
171,2195000.0
172,695000.0
173,1100000.0
174,3900000.0
175,2100000.0
176,575000.0
177,235000.0
178,499900.0
179,649000.0
180,318888.0
181,575000.0
182,140000.0
183,1325000.0
184,410000.0
185,549000.0
186,988000.0
187,848000.0
188,819000.0
189,564900.0
190,549000.0
191,1100000.0
192,319000.0
193,600000.0
194,895000.0
195,975000.0
196,850000.0
197,329999.0
198,969000.0
199,4200000.0
200,1295000.0
201,2495000.0
202,1499000.0
203,342000.0
204,299000.0
205,489900.0
206,1499000.0
207,660000.0
208,660000.0
209,750000.0
210,172000.0
211,939500.0
212,549000.0
213,3950000.0
214,14700000.0
215,295000.0
216,825000.0
217,799999.0
218,1699000.0
219,1175000.0
220,375000.0
221,1175000.0
222,235000.0
223,995000.0
224,425000.0
225,1200000.0
226,868000.0
227,1950000.0
228,220000.0
229,420000.0
230,365000.0
231,644800.0
232,699000.0
233,998000.0
234,1199000.0
235,599000.0
236,5995000.0
237,1200000.0
238,1750000.0
239,1195000.0
240,825000.0
241,1195000.0
242,829000.0
243,235000.0
244,898000.0
245,399000.0
246,1850000.0
247,1475000.0
248,939000.0
249,349000.0
250,139500.0
251,997000.0
252,799000.0
253,12000000.0
254,1639000.0
255,255000.0
256,1700000.0
257,399000.0
258,4650000.0
259,399000.0
260,1499000.0
261,490000.0
262,395000.0
263,299000.0
264,838888.0
265,950000.0
266,495000.0
267,1450000.0
268,1299000.0
269,750000.0
270,328888.0
271,985000.0
272,1280000.0
273,575000.0
274,859000.0
275,849000.0
276,265000.0
277,995000.0
278,438600.0
279,485000.0
280,590000.0
281,668000.0
282,680000.0
283,799000.0
284,879000.0
285,510000.0
286,365000.0
287,870000.0
288,695000.0
289,2899000.0
290,575000.0
291,274500.0
292,1100000.0
293,358000.0
294,999995.0
295,2450000.0
296,560000.0
297,2200000.0
298,630000.0
299,2020.0
300,195000.0
301,398000.0
302,656000.0
303,829000.0
304,398000.0
305,799999.0
306,375000.0
307,399000.0
308,899999.0
309,285000.0
310,1650000.0
311,599000.0
312,595000.0
313,789000.0
314,3500000.0
315,549000.0
316,730000.0
317,718000.0
318,369000.0
319,1995000.0
320,799000.0
321,215000.0
322,879000.0
323,650000.0
324,313000.0
325,465000.0
326,689000.0
327,600000.0
328,1150000.0
