,0
0,$407
1,$428
2,$175
3,$442
4,$683
5,$458
6,
7,
8,
9,$706
10,
11,
12,
13,
14,$587
15,"$1,198"
16,"$1,189"
17,$330
18,
19,"$2,234"
20,"$1,079"
21,"$2,079"
22,$744
23,$428
24,
25,$354
26,
27,$514
28,$562
29,
30,$242
31,$425
32,
33,"$1,372"
34,"$2,239"
35,$967
36,
37,
38,
39,
40,$313
41,
42,$261
43,"$1,171"
44,
45,
46,
47,
48,$435
49,$350
50,"$1,043"
51,$495
52,$999
53,$499
54,
55,$887
56,"$3,957"
57,
58,
59,$916
