,0
0,"$1,000"
1,
2,
3,$581
4,
5,$325
6,$440
7,$584
8,
9,$518
10,
11,"$1,220"
12,
13,"$1,278"
14,
15,$761
16,$553
17,$618
18,$352
19,
20,$648
21,
22,
23,
24,
25,$395
26,
27,$6
28,
29,
30,$450
31,$618
32,
33,$711
34,
35,
36,$352
37,$488
38,$250
39,
40,
41,$829
42,
43,
44,$343
45,
46,
47,
48,
49,"$1,429"
50,"$1,025"
51,"$1,093"
52,$772
53,$759
54,$20
55,"$1,680"
56,"$1,085"
57,$427
58,$418
59,
