,0
0,$93/mo
1,$114/mo
2,$333/mo
3,$378/mo
4,$175/mo
5,$244/mo
6,$429/mo
7,"$2,450/mo"
8,$217/mo
9,$280/mo
10,$280/mo
11,$875/mo
12,$138/mo
13,"$1,398/mo"
14,$228/mo
15,$202/mo
16,$154/mo
17,$193/mo
18,$171/mo
19,$82/mo
20,$108/mo
21,$147/mo
22,$227/mo
23,$774/mo
24,$578/mo
25,$578/mo
26,$294/mo
27,$210/mo
28,$170/mo
29,
30,$560/mo
31,
32,$126/mo
33,$332/mo
34,$490/mo
35,$298/mo
36,
37,$262/mo
38,$663/mo
39,$100/mo
40,$81/mo
41,$126/mo
42,$105/mo
43,$280/mo
44,$315/mo
45,$129/mo
46,$253/mo
47,$126/mo
48,$339/mo
49,$490/mo
50,$161/mo
51,$126/mo
52,$175/mo
53,$156/mo
54,$192/mo
55,$94/mo
56,$84/mo
57,$297/mo
58,$91/mo
59,$420/mo
