,0
0,"$1,070/mo"
1,$934/mo
2,"$4,396/mo"
3,"$1,056/mo"
4,$602/mo
5,$289/mo
6,$210/mo
7,$326/mo
8,$376/mo
9,$385/mo
10,"$6,087/mo"
11,$803/mo
12,"$1,430/mo"
13,$513/mo
14,"$1,943/mo"
15,$322/mo
16,"$1,173/mo"
17,$490/mo
18,$249/mo
19,$158/mo
20,$420/mo
21,$480/mo
22,$617/mo
23,$263/mo
24,$731/mo
25,$804/mo
26,$217/mo
27,$559/mo
28,"$2,383/mo"
29,"$1,756/mo"
30,"$2,763/mo"
31,$244/mo
32,$235/mo
33,"$5,280/mo"
34,$323/mo
35,$174/mo
36,$642/mo
37,$587/mo
38,$434/mo
39,
40,$209/mo
41,$270/mo
42,$132/mo
43,$290/mo
44,$557/mo
45,$125/mo
46,$480/mo
47,$910/mo
48,$964/mo
49,$228/mo
50,"$8,708/mo"
51,$476/mo
52,$235/mo
53,$917/mo
54,"$2,199/mo"
55,$392/mo
56,$419/mo
57,$298/mo
58,$223/mo
59,"$4,400/mo"
