,0
0,$231/mo
1,$311/mo
2,$111/mo
3,$928/mo
4,$222/mo
5,$297/mo
6,$692/mo
7,$594/mo
8,$594/mo
9,$306/mo
10,$435/mo
11,$596/mo
12,$223/mo
13,
14,$627/mo
15,$683/mo
16,$623/mo
17,$231/mo
18,$525/mo
19,"$3,080/mo"
20,$950/mo
21,"$1,830/mo"
22,"$1,049/mo"
23,$239/mo
24,$209/mo
25,$355/mo
26,"$1,049/mo"
27,$358/mo
28,$358/mo
29,$525/mo
30,$136/mo
31,$658/mo
32,
33,"$2,140/mo"
34,"$10,780/mo"
35,$216/mo
36,$598/mo
37,$580/mo
38,$920/mo
39,$636/mo
40,$297/mo
41,$636/mo
42,$186/mo
43,
44,$230/mo
45,$840/mo
46,$608/mo
47,"$1,056/mo"
48,
49,$228/mo
50,
51,$349/mo
52,$489/mo
53,$699/mo
54,$649/mo
55,
56,"$4,396/mo"
57,$870/mo
58,$948/mo
59,$876/mo
