,0
0,"$2,806/mo"
1,"$4,051/mo"
2,"$2,820/mo"
3,
4,"$3,054/mo"
5,"$1,452/mo"
6,"$6,272/mo"
7,"$5,000/mo"
8,"$3,194/mo"
9,"$1,270/mo"
10,$543/mo
11,"$3,380/mo"
12,"$2,718/mo"
13,"$40,681/mo"
14,"$5,556/mo"
15,$928/mo
16,"$5,763/mo"
17,"$1,452/mo"
18,"$15,764/mo"
19,"$1,452/mo"
20,"$5,082/mo"
21,"$1,784/mo"
22,"$1,438/mo"
23,
24,"$2,853/mo"
25,"$3,231/mo"
26,"$1,802/mo"
27,"$4,916/mo"
28,"$4,404/mo"
29,"$2,551/mo"
30,"$1,197/mo"
31,"$3,339/mo"
32,"$4,339/mo"
33,
34,"$2,922/mo"
35,"$2,888/mo"
36,$965/mo
37,"$3,373/mo"
38,"$1,597/mo"
39,"$1,766/mo"
40,"$2,007/mo"
41,"$2,272/mo"
42,"$2,313/mo"
43,"$2,718/mo"
44,"$2,990/mo"
45,"$1,857/mo"
46,"$1,329/mo"
47,"$2,959/mo"
48,"$2,364/mo"
49,"$9,828/mo"
50,"$1,956/mo"
51,$999/mo
52,"$3,729/mo"
53,"$1,303/mo"
54,"$3,390/mo"
55,"$8,306/mo"
56,"$2,039/mo"
57,"$7,458/mo"
58,"$2,143/mo"
59,
