,0
0,"$3,271/mo"
1,"$1,798/mo"
2,"$1,961/mo"
3,"$4,831/mo"
4,"$1,294/mo"
5,"$1,331/mo"
6,"$1,294/mo"
7,"$6,035/mo"
8,"$1,186/mo"
9,"$3,519/mo"
10,
11,"$1,316/mo"
12,"$1,850/mo"
13,$872/mo
14,"$2,035/mo"
15,"$28,348/mo"
16,"$15,264/mo"
17,$997/mo
18,"$3,858/mo"
19,"$3,314/mo"
20,"$4,697/mo"
21,
22,"$13,067/mo"
23,"$3,242/mo"
24,"$2,518/mo"
25,"$3,239/mo"
26,$655/mo
27,"$3,985/mo"
28,"$3,908/mo"
29,"$3,235/mo"
30,"$3,026/mo"
31,"$3,062/mo"
32,"$3,522/mo"
33,"$2,086/mo"
34,"$2,432/mo"
35,"$14,677/mo"
36,$795/mo
37,"$2,266/mo"
38,"$2,522/mo"
39,"$3,351/mo"
40,"$9,712/mo"
41,"$4,680/mo"
42,"$1,294/mo"
43,"$1,279/mo"
44,"$5,284/mo"
45,"$1,835/mo"
46,"$5,361/mo"
47,$562/mo
48,"$1,761/mo"
49,
50,"$1,890/mo"
51,"$4,358/mo"
52,"$1,034/mo"
53,"$1,108/mo"
54,"$3,239/mo"
55,"$3,288/mo"
56,"$2,050/mo"
