,0
0,"0.5,0.4,0.2,"
1,"0.3,0.7,0.1,"
2,"0.3,0.6,0.3,"
3,"0.8,0.8,0.3,"
4,"0.6,0.7,0.8,"
5,"0.7,0.4,"
6,"0.8,0.7,0.6,"
7,"0.5,0.6,0.3,"
8,"0.7,0.6,0.4,"
9,"1.0,0.8,0.4,"
10,"1.0,0.5,"
11,
12,"0.9,0.6,0.3,"
13,"0.4,0.4,0.3,"
14,"0.6,0.7,0.4,"
15,"0.9,0.3,"
16,"0.7,0.6,0.9,"
17,
18,"0.9,0.5,0.2,"
19,"1.0,0.3,0.9,"
20,"0.6,0.3,0.9,"
21,"1.0,0.3,0.9,"
22,"0.9,0.7,0.2,"
23,"1.0,0.8,0.5,"
24,"0.7,0.9,0.3,"
25,"0.5,0.4,0.2,"
26,"0.5,0.7,0.3,"
27,"0.6,0.5,0.4,"
28,"0.7,0.8,0.4,"
29,"0.6,0.5,0.4,"
30,"0.4,0.4,0.3,"
31,"0.6,0.9,0.3,"
32,"0.3,0.3,"
33,"0.9,0.6,"
34,"1.0,0.3,0.9,"
35,"1.0,0.3,0.9,"
36,"0.7,0.4,0.4,"
37,"0.7,1.0,0.5,"
38,"0.9,0.4,"
39,"0.6,0.5,0.4,"
40,"1.0,0.5,"
41,"0.6,0.5,0.4,"
42,"0.7,0.5,"
43,"0.7,0.3,0.9,"
44,"0.6,0.5,0.2,"
45,NA
46,"0.9,1.0,0.6,"
47,"0.4,0.2,"
48,"0.9,0.7,0.4,"
49,"0.7,0.9,0.4,"
50,"0.8,0.3,0.9,"
51,"0.6,0.5,0.4,"
52,"0.8,0.7,0.4,"
53,"0.8,0.7,0.6,"
54,"0.5,0.4,"
55,"0.8,0.2,"
56,"0.9,0.6,0.9,"
57,"0.6,0.3,0.3,"
58,"0.8,1.0,0.4,"
59,"1.0,0.3,0.9,"
