,0
0,"0.7,0.9,0.3,"
1,"0.6,0.9,0.5,"
2,"0.9,0.3,0.9,"
3,"0.9,0.4,"
4,"0.9,0.7,0.4,"
5,"0.9,0.8,0.3,"
6,"0.9,0.6,"
7,"1.0,0.9,"
8,"0.9,0.5,0.2,"
9,"0.9,0.9,0.5,"
10,"0.7,0.4,0.9,"
11,"0.9,0.3,0.9,"
12,"1.0,0.3,0.9,"
13,"0.6,0.3,0.9,"
14,
15,"0.9,0.7,0.2,"
16,"0.7,0.2,"
17,"0.6,0.3,"
18,"0.5,0.9,0.5,"
19,"0.6,0.5,0.4,"
20,"0.9,0.7,0.4,"
21,"0.8,0.8,0.3,"
22,"0.7,0.4,0.4,"
23,"0.9,0.6,"
24,"0.8,0.3,0.9,"
25,"0.9,"
26,
27,"0.3,0.4,0.9,"
28,"0.7,0.7,0.3,"
29,"0.2,0.4,0.1,"
30,"0.4,0.5,0.6,"
31,"0.7,0.3,0.9,"
32,"0.3,0.4,0.7,"
33,"0.9,0.3,0.9,"
34,"0.7,0.5,0.4,"
35,"1.0,0.3,0.9,"
36,
37,"0.4,0.5,"
38,"1.0,0.3,0.9,"
39,"0.7,0.7,0.2,"
40,"1.0,0.7,0.5,"
41,"0.9,0.4,"
42,"0.2,0.5,0.3,"
43,"0.9,0.7,0.4,"
44,"0.4,0.4,0.3,"
45,"0.7,0.6,0.4,"
46,"0.7,0.4,0.4,"
47,"0.8,0.6,0.4,"
48,"0.8,0.3,"
49,"0.8,0.4,"
50,"0.9,0.3,"
51,"0.9,0.4,"
52,"0.6,0.6,0.9,"
53,"1.0,0.9,0.4,"
54,"0.6,0.4,0.4,"
55,"0.6,0.5,0.4,"
56,"0.6,0.5,0.4,"
57,"0.8,0.3,"
58,"0.6,0.7,0.3,"
59,"0.7,0.8,"
